transporter	120516	120613	120712	120813	120927	121024	121220	130123	130226	130403	130416	130422	130507	130605	130705	130815	130905	131003	140408	140506	140604	140709	140820	140916	141013
T1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T10	22	7	37	32	32	78	22	17	13	16	12	14	11	14	16	29	3	3	5	0	12	35	15	13	27
T100	13	7	3	0	5	7	11	54	18	6	7	3	3	10	4	0	6	4	1	5	8	17	5	2	2
T1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1006	16	25	10	21	9	27	17	44	10	9	3	15	14	23	9	3	24	4	0	0	12	39	40	12	1
T101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1012	3	8	8	39	9	4	4	5	1	1	6	0	0	0	6	0	1	0	0	0	0	0	0	3	0
T1013	68	35	96	227	82	71	61	126	61	28	37	19	17	37	78	40	51	11	11	6	15	86	58	30	21
T1016	5	28	15	10	74	75	38	64	35	17	4	9	3	1	26	45	0	5	11	0	19	16	33	27	29
T1020	68	44	116	66	29	31	67	51	52	37	90	159	49	271	30	10	13	47	31	1	35	61	36	15	23
T1028	0	11	0	10	2	2	0	5	1	2	0	0	0	10	0	10	0	0	0	0	0	2	3	0	6
T103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1032	5	23	18	12	147	104	33	63	13	3	2	10	3	0	10	37	11	29	3	0	18	52	106	44	47
T1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T104	2	2	4	2	0	1	2	0	0	0	0	1	6	4	2	0	0	4	0	0	2	6	0	0	0
T1045	304	149	676	465	949	852	946	354	316	524	780	726	547	918	596	638	1571	288	161	35	218	751	735	862	629
T1051	0	0	0	0	0	0	2	2	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
T1059	2532	844	5623	4026	4050	2484	2828	1580	1466	910	4207	3890	5413	7409	2831	2134	6689	2128	646	1074	2271	8315	4911	2005	1910
T1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1061	2118	293	4125	601	924	721	1731	710	980	728	5825	3456	1433	4166	468	466	1230	500	772	234	1102	641	1632	502	593
T1068	1	12	5	4	37	96	32	91	16	7	5	6	5	75	36	3	23	52	0	0	5	14	35	57	281
T107	10	3	35	9	10	5	11	9	19	26	43	51	42	103	33	4	0	3	29	67	3	6	8	2	3
T1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
