RbcL	03	04	05	06	07	08	09	10	11	12
PF00016	89.95060475168971	93.38552212831725	117.289064006659	117.41380912217767	68.76112686880099	90.35701985030327	137.24304278639372	140.3363920067122	102.76195206894499	26.609806826437588
