RbcL	01	02	04	05	06	07	08	09	10	12
PF00016	960.7987255181903	5789.285311886708	8382.226143353377	3758.217284498927	2662.5786074632965	4935.012712970006	6713.706724214043	18735.62007475575	14643.59379473387	2335.0636424972904
