baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	groups	transporter	p_total_adj
252.05824869765	-0.047892768533812	0.342164027678399	-0.139970203351787	0.888683532872783	0.905604099960266	early-summer vs early-spring	T534	0.928850020234265
346.939902542407	-0.149262637514698	0.311800480569572	-0.478712018794959	0.632143514366301	0.730915938486035	early-summer vs early-spring	T37	0.741732876264898
139.547231665214	-0.191188920405284	0.39174239461957	-0.488047561436266	0.625516152882036	0.730915938486035	early-summer vs early-spring	T42	0.738641414573468
718.12201432233	0.168651671194774	0.231449401147532	0.728676204641684	0.466199751766899	0.638866326495381	early-summer vs early-spring	T7	0.600344168985872
588.160938255341	0.665466424556883	0.303741919403144	2.19089424951463	0.0284594459767533	0.116999944571097	early-summer vs early-spring	T71	0.0724540941151289
699.699250486429	0.328392390124373	0.340680369408065	0.963931061525374	0.335080489721169	0.563544459985602	early-summer vs early-spring	T56	0.473205271743635
116.794010475539	-0.839303190945119	0.479608667423176	-1.74997502746249	0.0801226229489555	0.211752646365097	early-summer vs early-spring	T72	0.163485499031876
105.813325496349	0.553713456727576	0.466068677697897	1.18805121052672	0.234813234553061	0.482671648803514	early-summer vs early-spring	T54	0.366071194317272
1683.70847843538	-0.102649171798769	0.197814240553678	-0.518916997641098	0.603818623960277	0.730915938486035	early-summer vs early-spring	T5	0.722239948918004
112.951526924928	0.388373482774686	0.72459509616772	0.535986904726154	0.591967600908273	0.730915938486035	early-summer vs early-spring	T652	0.71422177935672
72.4746585957383	0.62785354385877	0.717914159281474	0.87455239006173	0.381817502439224	0.588635316260471	early-summer vs early-spring	T112	0.519384102582768
282.925679973552	0.888472342919112	0.320362529863143	2.77333414522186	0.00554851155805689	0.0650275824831475	early-summer vs early-spring	T67	0.0201269536909907
415.538081552917	-0.295961116802434	0.319616473833171	-0.925988304835987	0.354452058102664	0.570205484773851	early-summer vs early-spring	T40	0.489355453350693
1055.28832597881	-0.593146162025212	0.236264925775132	-2.51051297639391	0.0120555891228538	0.0719644039562257	early-summer vs early-spring	T388	0.0373790612468371
731.539065022495	-0.114517296511555	0.279455733546665	-0.40978689203538	0.681962282560275	0.764624377416065	early-summer vs early-spring	T761	0.788848510959693
286.012095843393	0.406672392178084	0.384344277500018	1.05809404740797	0.290012567961279	0.530515349083337	early-summer vs early-spring	T12	0.429218600582693
112.725499425128	-0.391998474237402	0.479534526904812	-0.817456204389667	0.413667767573737	0.588681053854933	early-summer vs early-spring	T84	0.547937019101251
191.016706216511	1.57221533330116	0.499557773417352	3.14721423019009	0.00164834143446837	0.0304943165376649	early-summer vs early-spring	T758	0.0076876428246214
423.146815512966	-0.490573453315005	0.340868186956485	-1.43918814394266	0.150097223617321	0.347099829615055	early-summer vs early-spring	T35	0.259513891300976
195.499159890756	0.997091156375517	0.546934192989712	1.82305507528266	0.0682950497931505	0.210576403528881	early-summer vs early-spring	T68	0.14691376990387
382.22390367766	-0.52684992667303	0.264820267211061	-1.98946225763428	0.0466502037221166	0.156914321610756	early-summer vs early-spring	T27	0.105247410836483
536.274213020617	-0.129729315697844	0.26755930412804	-0.484861911719439	0.627774301947509	0.730915938486035	early-summer vs early-spring	T724	0.739076344585089
71.9386911250057	-1.56027558951875	0.632390299484893	-2.46726679835168	0.0136148872349616	0.0719644039562257	early-summer vs early-spring	T901	0.041517925359361
290.394855990637	0.903617388457069	0.375097538269685	2.40901977823004	0.0159954311149092	0.073978868906455	early-summer vs early-spring	T728	0.0469707104167968
360.346659795811	-0.861547754541563	0.329940169266683	-2.61122420000092	0.00902187258715642	0.0667618571449575	early-summer vs early-spring	T60	0.0296952270834989
1440.64624747631	1.07611496243633	0.322304012740092	3.33881962339736	0.000841351770091373	0.0304943165376649	early-summer vs early-spring	T1059	0.00436402086355806
50.1646187175398	-0.661779385480582	0.597158792840938	-1.10821341561801	0.267769658320097	0.52144617672861	early-summer vs early-spring	T46	0.404937766669356
457.031586622287	0.0620035676313739	0.256976455551553	0.241281122421486	0.8093372408717	0.880749350360379	early-summer vs early-spring	T59	0.877007744462589
808.446585901756	-0.0288789880254614	0.243529727369098	-0.118585062848167	0.905604099960266	0.905604099960266	early-summer vs early-spring	T133	0.939155350103126
199.301208270967	0.70487426959714	0.400275996479213	1.76097061976522	0.0782433758646985	0.211752646365097	early-summer vs early-spring	T48	0.161512008951776
157.72140346887	0.986675542986242	0.478991111523704	2.05990365843649	0.0394077519043001	0.14580868204591	early-summer vs early-spring	T1020	0.0922839759784242
146.04405966568	-0.390093354124612	0.472031925373291	-0.826413073260076	0.408569809931955	0.588681053854933	early-summer vs early-spring	T109	0.546400589186109
621.147905075558	0.373303618193776	0.295104012929785	1.26498997586521	0.205874921266767	0.448080710992376	early-summer vs early-spring	T3	0.330232893939468
243.990502505481	-0.589472821938152	0.408918131826076	-1.44154239213064	0.149431510010974	0.347099829615055	early-summer vs early-spring	T115	0.259170275175284
88.7215229627584	-0.109033009096916	0.580699269309312	-0.187761574466247	0.851063559099335	0.89969576247644	early-summer vs early-spring	T1013	0.89969576247644
264.87273266136	0.853233460999854	0.31654942815798	2.69541937246537	0.00703000891709703	0.0650275824831475	early-summer vs early-spring	T317	0.0240842898085731
136.762710659907	-0.447150441851341	0.43241784235826	-1.03407028584374	0.301103306236489	0.530515349083337	early-summer vs early-spring	T287	0.438615052391735
493.506702523186	-0.0628060093813147	0.206560032505015	-0.3040569301798	0.761084519004012	0.828239035386719	fall vs early-spring	T534	0.848196602504472
