transporter	120314	120322	120328	120403	120416	120419	120423	120516	120531	120604	120613	120619	120628	120705	120709	120717	120802	120806	120813	120820	120823	120828	120903	120920	120924	121001	121004	121015	121022	121028	121105	121128	121220
T1	0	80	0	0	0	31	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
T10	116	503	16	11	14	225	10	7	47	4	56	118	21	35	20	22	189	61	231	57	137	16	15	261	257	165	50	135	57	24	21	51	153
T100	61	112	43	18	7	47	7	8	17	7	28	22	7	49	9	1	20	12	59	59	285	26	21	118	171	126	31	163	51	29	20	61	123
T1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1006	22	52	10	7	5	44	2	2	25	2	29	28	13	13	12	4	17	9	23	29	87	8	7	67	152	66	32	49	21	17	23	22	57
T101	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3
T1012	31	97	15	10	5	38	3	4	21	4	31	54	20	5	24	11	44	21	95	29	44	5	4	50	96	40	16	63	14	16	6	25	69
T1013	49	569	33	28	36	129	22	20	61	22	77	154	54	32	43	6	124	50	229	147	164	20	18	249	293	166	41	207	92	44	41	89	189
T1016	93	73	12	11	5	38	2	2	12	8	24	68	11	9	12	10	62	18	168	27	88	7	7	94	127	66	9	67	34	29	10	22	71
T1020	51	557	85	82	78	257	38	32	129	42	143	447	111	89	80	29	188	90	401	270	416	54	48	554	512	386	80	462	164	100	77	142	614
T1028	40	82	25	19	5	29	1	0	3	2	9	22	7	7	3	3	23	11	58	17	31	0	1	100	25	48	5	37	12	17	6	87	280
T103	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1032	38	327	34	17	9	239	5	5	17	2	43	99	34	21	24	8	43	23	170	59	544	16	13	310	375	245	68	244	107	58	47	126	206
T1036	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
T1038	0	62	0	0	0	15	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	3	0	1	0	1	0	0	0	0
T104	3	434	14	10	10	18	14	1	3	1	10	14	17	2	9	12	36	14	73	3	7	0	0	8	11	7	3	12	11	1	1	3	12
T1045	519	1958	269	216	208	497	102	115	598	85	386	1493	281	443	117	87	598	219	1117	901	1985	229	188	2306	2103	1640	365	1496	688	258	320	690	2010
T1051	16	32	11	3	5	13	1	0	8	2	8	6	1	2	0	0	1	0	3	4	23	4	4	4	39	7	7	17	8	11	2	4	41
T1059	549	4570	952	799	1149	3972	1158	429	1577	324	1135	4152	1012	843	495	160	2270	878	4382	2278	5114	366	331	5389	4142	4246	756	4399	1642	806	894	2244	7987
