transporter	120314	120322	120328	120403	120416	120419	120423	120516	120531	120604	120613	120619	120628	120705	120709	120717	120802	120806	120813	120820	120823	120828	120903	120920	120924	121001	121004	121015	121022	121028	121105	121128	121220
T534	382.0	883.0	204.0	131.0	168.0	443.0	90.0	69.0	188.0	90.0	170.0	451.0	124.0	103.0	67.0	37.0	174.0	76.0	456.0	292.0	825.0	47.0	42.0	836.0	1464.0	604.0	177.0	624.0	240.0	138.0	168.0	326.0	1003.0
T37	362.0	1826.0	192.0	130.0	158.0	458.0	72.0	83.0	237.0	77.0	254.0	885.0	191.0	121.0	115.0	59.0	249.0	90.0	456.0	350.0	964.0	89.0	85.0	928.0	944.0	535.0	138.0	704.0	352.0	164.0	135.0	373.0	984.0
T42	181.0	652.0	79.0	59.0	51.0	148.0	34.0	31.0	89.0	40.0	107.0	280.0	73.0	152.0	42.0	23.0	121.0	28.0	209.0	186.0	580.0	55.0	48.0	553.0	542.0	354.0	73.0	430.0	158.0	95.0	68.0	163.0	449.0
T7	935.0	2419.0	668.0	424.0	459.0	1182.0	226.0	141.0	597.0	157.0	484.0	1672.0	526.0	556.0	204.0	111.0	1072.0	459.0	2561.0	1588.0	3288.0	261.0	235.0	3753.0	3881.0	2762.0	653.0	2781.0	1280.0	645.0	583.0	1484.0	4176.0
T71	403.0	2023.0	567.0	363.0	417.0	1294.0	263.0	207.0	684.0	152.0	408.0	1519.0	323.0	350.0	231.0	110.0	720.0	321.0	1415.0	896.0	1824.0	141.0	134.0	2154.0	2484.0	1662.0	364.0	1682.0	748.0	303.0	391.0	828.0	2842.0
T56	930.0	1897.0	561.0	268.0	237.0	939.0	131.0	154.0	765.0	274.0	312.0	1472.0	318.0	198.0	125.0	50.0	537.0	250.0	1234.0	670.0	1384.0	114.0	102.0	1824.0	2744.0	1272.0	314.0	1363.0	512.0	258.0	341.0	646.0	1584.0
T72	320.0	404.0	119.0	66.0	72.0	133.0	21.0	23.0	46.0	27.0	72.0	207.0	70.0	53.0	45.0	19.0	140.0	57.0	337.0	147.0	397.0	33.0	31.0	522.0	606.0	294.0	100.0	356.0	162.0	72.0	72.0	145.0	432.0
T54	140.0	217.0	67.0	71.0	42.0	67.0	22.0	14.0	73.0	30.0	65.0	347.0	74.0	39.0	41.0	12.0	78.0	33.0	182.0	66.0	343.0	17.0	18.0	413.0	662.0	265.0	103.0	428.0	174.0	44.0	64.0	217.0	417.0
T5	2584.0	6262.0	969.0	584.0	559.0	1544.0	283.0	404.0	1130.0	434.0	1316.0	3952.0	863.0	683.0	506.0	305.0	1678.0	631.0	2752.0	1882.0	3576.0	310.0	272.0	4864.0	5331.0	3421.0	886.0	3081.0	1478.0	669.0	727.0	1457.0	3985.0
T652	11.0	671.0	28.0	10.0	71.0	241.0	83.0	22.0	90.0	17.0	81.0	380.0	84.0	35.0	44.0	15.0	90.0	40.0	280.0	114.0	239.0	11.0	11.0	267.0	241.0	203.0	50.0	231.0	97.0	87.0	43.0	171.0	436.0
T112	49.0	265.0	26.0	22.0	18.0	59.0	16.0	5.0	34.0	5.0	47.0	437.0	50.0	52.0	40.0	45.0	204.0	74.0	443.0	197.0	233.0	26.0	20.0	388.0	458.0	260.0	77.0	282.0	112.0	98.0	61.0	144.0	303.0
T67	237.0	682.0	167.0	107.0	101.0	335.0	53.0	49.0	316.0	70.0	188.0	886.0	168.0	188.0	80.0	65.0	269.0	100.0	477.0	372.0	826.0	88.0	80.0	888.0	924.0	568.0	129.0	644.0	239.0	149.0	117.0	220.0	542.0
T40	711.0	1639.0	286.0	151.0	158.0	463.0	78.0	77.0	293.0	152.0	223.0	826.0	173.0	175.0	190.0	120.0	649.0	280.0	1442.0	542.0	1310.0	108.0	96.0	1342.0	1860.0	1018.0	274.0	956.0	517.0	295.0	243.0	463.0	1314.0
T388	2195.0	4458.0	651.0	390.0	374.0	1072.0	174.0	228.0	620.0	235.0	806.0	2126.0	469.0	420.0	373.0	241.0	1412.0	550.0	2160.0	1347.0	2074.0	205.0	186.0	3020.0	3586.0	2059.0	604.0	1891.0	854.0	469.0	473.0	893.0	2190.0
T761	1304.0	2270.0	380.0	230.0	248.0	514.0	97.0	162.0	435.0	147.0	633.0	1966.0	395.0	281.0	281.0	146.0	963.0	353.0	1468.0	972.0	1516.0	148.0	141.0	2177.0	2222.0	1459.0	418.0	1421.0	677.0	293.0	292.0	631.0	1580.0
T12	183.0	1247.0	235.0	125.0	127.0	506.0	135.0	62.0	296.0	70.0	253.0	573.0	155.0	139.0	83.0	40.0	354.0	155.0	596.0	322.0	998.0	65.0	49.0	905.0	1534.0	700.0	159.0	754.0	304.0	142.0	195.0	384.0	959.0
T84	216.0	442.0	113.0	45.0	48.0	177.0	14.0	34.0	66.0	20.0	64.0	404.0	50.0	37.0	65.0	28.0	147.0	51.0	295.0	113.0	263.0	17.0	16.0	378.0	591.0	284.0	94.0	174.0	67.0	50.0	58.0	112.0	329.0
