	Node1	Node2
15371	COG1123	PF08352
15372	PF08352	PF00005
15373	PF08352	COG1123
15374	PF00005	PF08352
15375	PF08352	PF00005
15376	PF00005	PF08352
15377	PF08352	PF00005
15378	PF00005	PF08352
15379	PF08352	PF00005
15380	PF00005	COG1123
15381	PF00005	PF08352
15382	COG1123	PF00005
15383	COG1123	PF08352
15384	PF08352	PF00005
15385	PF08352	COG1123
15386	PF00005	PF08352
15387	PF08352	PF00005
15388	TIGR01713	PF11356
15389	TIGR01713	COG3031
15390	PF11356	TIGR01713
15391	PF11356	COG3031
15392	COG3031	TIGR01713
15393	COG3031	PF11356
15394	TIGR01713	PF11356
15395	PF11356	TIGR01713
15396	TIGR01713	PF11356
15397	TIGR01713	COG3031
15398	PF11356	TIGR01713
15399	PF11356	COG3031
15400	COG3031	TIGR01713
15401	COG3031	PF11356
15402	TIGR02517	PF03958
15403	TIGR02517	PF00263
15404	PF03958	TIGR02517
15405	PF03958	PF00263
15406	PF00263	TIGR02517
15407	PF00263	PF03958
15408	PF03958	TIGR02517
15409	PF03958	COG1450
15410	PF03958	PF00263
15411	TIGR02517	PF03958
15412	TIGR02517	COG1450
15413	TIGR02517	PF00263
15414	COG1450	PF03958
15415	COG1450	TIGR02517
15416	COG1450	PF00263
15417	PF00263	PF03958
15418	PF00263	TIGR02517
15419	PF00263	COG1450
15420	TIGR02517	PF03958
15421	TIGR02517	PF00263
15422	PF03958	TIGR02517
15423	PF03958	PF00263
15424	PF00263	TIGR02517
15425	PF00263	PF03958
15426	COG2804	PF00437
15427	COG2804	TIGR02533
15428	PF00437	COG2804
15429	PF00437	TIGR02533
15430	TIGR02533	COG2804
15431	TIGR02533	PF00437
15432	COG1459	PF00482
15433	COG1459	TIGR02120
15434	PF00482	COG1459
15435	PF00482	TIGR02120
15436	TIGR02120	COG1459
15437	TIGR02120	PF00482
15438	PF02501	TIGR01707
15439	TIGR01707	PF02501
15440	PF02501	TIGR01707
15441	TIGR01707	PF02501
15442	PF02501	TIGR01707
15443	PF02501	COG2165
15444	TIGR01707	PF02501
15445	TIGR01707	COG2165
15446	COG2165	PF02501
15447	COG2165	TIGR01707
15448	TIGR00879	PF00083
15449	PF00083	TIGR00879
15450	TIGR00879	PF00083
15451	TIGR00879	COG0477
15452	PF00083	TIGR00879
15453	PF00083	COG0477
15454	COG0477	TIGR00879
15455	COG0477	PF00083
15456	TIGR00879	PF00083
15457	TIGR00879	COG0477
15458	PF00083	TIGR00879
15459	PF00083	COG0477
15460	COG0477	TIGR00879
15461	COG0477	PF00083
15462	TIGR00879	PF00083
15463	TIGR00879	COG0477
15464	PF00083	TIGR00879
15465	PF00083	COG0477
15466	COG0477	TIGR00879
15467	COG0477	PF00083
15468	TIGR00879	PF00083
15469	TIGR00879	COG0477
15470	PF00083	TIGR00879
15471	PF00083	COG0477
15472	COG0477	TIGR00879
15473	COG0477	PF00083
15474	TIGR00879	PF00083
15475	TIGR00879	COG0477
15476	PF00083	TIGR00879
15477	PF00083	COG0477
15478	COG0477	TIGR00879
15479	COG0477	PF00083
15480	TIGR00879	PF00083
15481	TIGR00879	COG0477
15482	PF00083	TIGR00879
15483	PF00083	COG0477
15484	COG0477	TIGR00879
15485	COG0477	PF00083
15486	TIGR00879	PF00083
15487	PF00083	TIGR00879
15488	TIGR00879	PF00083
15489	PF00083	TIGR00879
15490	TIGR00879	PF00083
15491	PF00083	TIGR00879
15492	TIGR00879	PF00083
15493	PF00083	TIGR00879
15494	TIGR00879	PF00083
15495	TIGR00879	COG0477
15496	PF00083	TIGR00879
15497	PF00083	COG0477
15498	COG0477	TIGR00879
15499	COG0477	PF00083
15500	COG2211	TIGR00792
15501	TIGR00792	COG2211
15502	PF08412	PF00520
15503	PF00520	PF08412
15504	PF08412	PF00520
15505	PF00520	PF08412
15506	PF08412	PF00520
15507	PF00520	PF08412
15508	PF08412	PF00520
15509	PF00520	PF08412
15510	PF08412	PF00520
15511	PF00520	PF08412
15512	PF08412	PF00520
15513	PF00520	PF08412
15514	PF08412	PF00520
15515	PF00520	PF08412
15516	TIGR01785	COG1629
15517	TIGR01785	PF00593
15518	TIGR01785	TIGR01786
15519	TIGR01785	PF07715
15520	COG1629	TIGR01785
15521	COG1629	PF00593
15522	COG1629	TIGR01786
15523	COG1629	PF07715
15524	PF00593	TIGR01785
15525	PF00593	COG1629
15526	PF00593	TIGR01786
15527	PF00593	PF07715
15528	TIGR01786	TIGR01785
15529	TIGR01786	COG1629
15530	TIGR01786	PF00593
15531	TIGR01786	PF07715
15532	PF07715	TIGR01785
15533	PF07715	COG1629
15534	PF07715	PF00593
15535	PF07715	TIGR01786
15536	PF00593	TIGR01786
15537	PF00593	PF07715
15538	TIGR01786	PF00593
15539	TIGR01786	PF07715
15540	PF07715	PF00593
15541	PF07715	TIGR01786
15542	PF03797	TIGR01414
15543	TIGR01414	PF03797
15544	TIGR02517	PF03958
15545	TIGR02517	PF00263
15546	PF03958	TIGR02517
15547	PF03958	PF00263
15548	PF00263	TIGR02517
15549	PF00263	PF03958
15550	PF00437	TIGR02533
15551	TIGR02533	PF00437
15552	COG2804	PF00437
15553	COG2804	TIGR02533
15554	PF00437	COG2804
15555	PF00437	TIGR02533
15556	TIGR02533	COG2804
15557	TIGR02533	PF00437
15558	PF05157	COG2804
15559	PF05157	PF00437
15560	PF05157	TIGR02533
15561	COG2804	PF05157
15562	COG2804	PF00437
15563	COG2804	TIGR02533
15564	PF00437	PF05157
15565	PF00437	COG2804
15566	PF00437	TIGR02533
15567	TIGR02533	PF05157
15568	TIGR02533	COG2804
15569	TIGR02533	PF00437
15570	COG1459	PF00482
15571	PF00482	COG1459
15572	TIGR01710	PF08334
15573	TIGR01710	COG2165
15574	PF08334	TIGR01710
15575	PF08334	COG2165
15576	COG2165	TIGR01710
15577	COG2165	PF08334
15578	TIGR01710	PF08334
15579	TIGR01710	COG2165
15580	PF08334	TIGR01710
15581	PF08334	COG2165
15582	COG2165	TIGR01710
15583	COG2165	PF08334
15584	PF12019	TIGR01708
15585	TIGR01708	PF12019
15586	PF02501	TIGR01707
15587	TIGR01707	PF02501
15588	PF02501	TIGR01707
15589	PF02501	COG2165
15590	TIGR01707	PF02501
15591	TIGR01707	COG2165
15592	COG2165	PF02501
15593	COG2165	TIGR01707
15594	TIGR01711	PF11612
15595	PF11612	TIGR01711
15596	TIGR01709	PF05134
15597	PF05134	TIGR01709
15598	TIGR01709	PF05134
15599	PF05134	TIGR01709
15600	COG3297	TIGR01709
15601	COG3297	PF05134
15602	TIGR01709	COG3297
15603	TIGR01709	PF05134
15604	PF05134	COG3297
15605	PF05134	TIGR01709
15606	TIGR00879	PF00083
15607	TIGR00879	COG0477
15608	PF00083	TIGR00879
15609	PF00083	COG0477
15610	COG0477	TIGR00879
15611	COG0477	PF00083
15612	TIGR00879	PF00083
15613	PF00083	TIGR00879
15614	TIGR00879	PF00083
15615	PF00083	TIGR00879
15616	TIGR00879	PF00083
15617	TIGR00879	COG0477
15618	PF00083	TIGR00879
15619	PF00083	COG0477
15620	COG0477	TIGR00879
15621	COG0477	PF00083
15622	TIGR00879	PF00083
15623	PF00083	TIGR00879
15624	TIGR00879	PF00083
15625	TIGR00879	COG0477
15626	PF00083	TIGR00879
15627	PF00083	COG0477
15628	COG0477	TIGR00879
15629	COG0477	PF00083
15630	TIGR00879	PF00083
15631	TIGR00879	COG0477
15632	PF00083	TIGR00879
15633	PF00083	COG0477
15634	COG0477	TIGR00879
15635	COG0477	PF00083
15636	TIGR00879	PF00083
15637	TIGR00879	COG0477
15638	PF00083	TIGR00879
15639	PF00083	COG0477
15640	COG0477	TIGR00879
15641	COG0477	PF00083
15642	PF00083	COG0477
15643	COG0477	PF00083
15644	TIGR00879	PF00083
15645	TIGR00879	COG0477
15646	PF00083	TIGR00879
15647	PF00083	COG0477
15648	COG0477	TIGR00879
15649	COG0477	PF00083
15650	TIGR00879	PF00083
15651	PF00083	TIGR00879
15652	COG3158	TIGR00794
15653	COG3158	PF02705
15654	TIGR00794	COG3158
15655	TIGR00794	PF02705
15656	PF02705	COG3158
15657	PF02705	TIGR00794
15658	COG3158	TIGR00794
15659	COG3158	PF02705
15660	TIGR00794	COG3158
15661	TIGR00794	PF02705
15662	PF02705	COG3158
15663	PF02705	TIGR00794
15664	COG3158	TIGR00794
15665	COG3158	PF02705
15666	TIGR00794	COG3158
15667	TIGR00794	PF02705
15668	PF02705	COG3158
15669	PF02705	TIGR00794
15670	COG3158	TIGR00794
15671	COG3158	PF02705
15672	TIGR00794	COG3158
15673	TIGR00794	PF02705
15674	PF02705	COG3158
15675	PF02705	TIGR00794
15676	COG3158	TIGR00794
15677	COG3158	PF02705
15678	TIGR00794	COG3158
15679	TIGR00794	PF02705
15680	PF02705	COG3158
15681	PF02705	TIGR00794
15682	COG3158	TIGR00794
15683	COG3158	PF02705
15684	TIGR00794	COG3158
15685	TIGR00794	PF02705
15686	PF02705	COG3158
15687	PF02705	TIGR00794
15688	COG3158	TIGR00794
15689	COG3158	PF02705
15690	TIGR00794	COG3158
15691	TIGR00794	PF02705
15692	PF02705	COG3158
15693	PF02705	TIGR00794
15694	TIGR00794	PF02705
15695	PF02705	TIGR00794
15696	COG3158	TIGR00794
15697	COG3158	PF02705
15698	TIGR00794	COG3158
15699	TIGR00794	PF02705
15700	PF02705	COG3158
15701	PF02705	TIGR00794
15702	COG3158	TIGR00794
15703	COG3158	PF02705
15704	TIGR00794	COG3158
15705	TIGR00794	PF02705
15706	PF02705	COG3158
15707	PF02705	TIGR00794
15708	COG3158	TIGR00794
15709	COG3158	PF02705
15710	TIGR00794	COG3158
15711	TIGR00794	PF02705
15712	PF02705	COG3158
15713	PF02705	TIGR00794
15714	COG3158	TIGR00794
15715	COG3158	PF02705
15716	TIGR00794	COG3158
15717	TIGR00794	PF02705
15718	PF02705	COG3158
15719	PF02705	TIGR00794
15720	COG3158	TIGR00794
15721	COG3158	PF02705
15722	TIGR00794	COG3158
15723	TIGR00794	PF02705
15724	PF02705	COG3158
15725	PF02705	TIGR00794
15726	COG3158	TIGR00794
15727	COG3158	PF02705
15728	TIGR00794	COG3158
15729	TIGR00794	PF02705
15730	PF02705	COG3158
15731	PF02705	TIGR00794
15732	COG3158	TIGR00794
15733	COG3158	PF02705
15734	TIGR00794	COG3158
15735	TIGR00794	PF02705
15736	PF02705	COG3158
15737	PF02705	TIGR00794
15738	COG0747	PF00496
15739	PF00496	COG0747
15740	PF08412	PF00520
15741	PF00520	PF08412
15742	PF08412	PF00520
15743	PF00520	PF08412
15744	PF08412	PF00520
15745	PF00520	PF08412
15746	PF00005	PF00664
15747	PF00005	COG1132
15748	PF00664	PF00005
15749	PF00664	COG1132
15750	COG1132	PF00005
15751	COG1132	PF00664
15752	TIGR00879	PF00083
15753	PF00083	TIGR00879
15754	PF00593	TIGR01786
15755	PF00593	PF07715
15756	TIGR01786	PF00593
15757	TIGR01786	PF07715
15758	PF07715	PF00593
15759	PF07715	TIGR01786
15760	PF00497	COG0834
15761	COG0834	PF00497
15762	PF00497	COG0834
15763	COG0834	PF00497
15764	PF00528	COG4160
15765	PF00528	TIGR01726
15766	COG4160	PF00528
15767	COG4160	TIGR01726
15768	TIGR01726	PF00528
15769	TIGR01726	COG4160
15770	PF00528	COG4160
15771	PF00528	TIGR01726
15772	COG4160	PF00528
15773	COG4160	TIGR01726
15774	TIGR01726	PF00528
15775	TIGR01726	COG4160
15776	PF00528	COG4160
15777	PF00528	TIGR01726
15778	COG4160	PF00528
15779	COG4160	TIGR01726
15780	TIGR01726	PF00528
15781	TIGR01726	COG4160
15782	PF00528	COG4160
15783	PF00528	TIGR01726
15784	COG4160	PF00528
15785	COG4160	TIGR01726
15786	TIGR01726	PF00528
15787	TIGR01726	COG4160
15788	PF00005	COG4598
15789	COG4598	PF00005
15790	PF00528	TIGR01726
15791	PF00528	COG4215
15792	TIGR01726	PF00528
15793	TIGR01726	COG4215
15794	COG4215	PF00528
15795	COG4215	TIGR01726
15796	PF00528	TIGR01726
15797	PF00528	COG4215
15798	TIGR01726	PF00528
15799	TIGR01726	COG4215
15800	COG4215	PF00528
15801	COG4215	TIGR01726
15802	COG0488	PF16326
15803	COG0488	PF00005
15804	PF16326	COG0488
15805	PF16326	PF00005
15806	PF00005	COG0488
15807	PF00005	PF16326
15808	PF00593	TIGR01786
15809	PF00593	PF07715
15810	TIGR01786	PF00593
15811	TIGR01786	PF07715
15812	PF07715	PF00593
15813	PF07715	TIGR01786
15814	PF00593	TIGR01786
15815	PF00593	PF07715
15816	TIGR01786	PF00593
15817	TIGR01786	PF07715
15818	PF07715	PF00593
15819	PF07715	TIGR01786
15820	PF00593	TIGR01786
15821	PF00593	PF07715
15822	TIGR01786	PF00593
15823	TIGR01786	PF07715
15824	PF07715	PF00593
15825	PF07715	TIGR01786
15826	PF00593	PF07715
15827	PF07715	PF00593
15828	TIGR00879	PF00083
15829	PF00083	TIGR00879
15830	PF00324	TIGR00913
15831	TIGR00913	PF00324
15832	TIGR01065	COG1272
15833	COG1272	TIGR01065
15834	COG2274	PF00005
15835	COG2274	PF00664
15836	COG2274	TIGR01846
15837	PF00005	COG2274
15838	PF00005	PF00664
15839	PF00005	TIGR01846
15840	PF00664	COG2274
15841	PF00664	PF00005
15842	PF00664	TIGR01846
15843	TIGR01846	COG2274
15844	TIGR01846	PF00005
15845	TIGR01846	PF00664
15846	COG2274	PF00005
15847	COG2274	PF00664
15848	COG2274	TIGR01846
15849	PF00005	COG2274
15850	PF00005	PF00664
15851	PF00005	TIGR01846
15852	PF00664	COG2274
15853	PF00664	PF00005
15854	PF00664	TIGR01846
15855	TIGR01846	COG2274
15856	TIGR01846	PF00005
15857	TIGR01846	PF00664
15858	COG2274	PF00005
15859	COG2274	PF00664
15860	COG2274	TIGR01846
15861	PF00005	COG2274
15862	PF00005	PF00664
15863	PF00005	TIGR01846
15864	PF00664	COG2274
15865	PF00664	PF00005
15866	PF00664	TIGR01846
15867	TIGR01846	COG2274
15868	TIGR01846	PF00005
15869	TIGR01846	PF00664
15870	COG2274	PF00005
15871	COG2274	PF00664
15872	COG2274	TIGR01846
15873	PF00005	COG2274
15874	PF00005	PF00664
15875	PF00005	TIGR01846
15876	PF00664	COG2274
15877	PF00664	PF00005
15878	PF00664	TIGR01846
15879	TIGR01846	COG2274
15880	TIGR01846	PF00005
15881	TIGR01846	PF00664
15882	TIGR00802	PF03824
15883	PF03824	TIGR00802
15884	PF09483	TIGR02557
15885	TIGR02557	PF09483
15886	PF02535	COG0428
15887	COG0428	PF02535
15888	PF02386	COG0168
15889	COG0168	PF02386
15890	PF02386	COG0168
15891	COG0168	PF02386
15892	PF02386	COG0168
15893	COG0168	PF02386
15894	PF02386	COG0168
15895	COG0168	PF02386
15896	PF02386	COG0168
15897	COG0168	PF02386
15898	TIGR02511	TIGR02568
15899	TIGR02568	TIGR02511
15900	PF00005	PF00664
15901	PF00664	PF00005
15902	TIGR00879	PF00083
15903	PF00083	TIGR00879
15904	PF00528	TIGR01097
15905	TIGR01097	PF00528
15906	PF00005	TIGR02315
15907	TIGR02315	PF00005
15908	TIGR00802	COG3376
15909	TIGR00802	PF03824
15910	COG3376	TIGR00802
15911	COG3376	PF03824
15912	PF03824	TIGR00802
15913	PF03824	COG3376
15914	TIGR00879	PF00083
15915	PF00083	TIGR00879
15916	TIGR00879	PF00083
15917	PF00083	TIGR00879
15918	TIGR00879	PF00083
15919	PF00083	TIGR00879
15920	TIGR00879	PF00083
15921	PF00083	TIGR00879
15922	TIGR00879	PF00083
15923	PF00083	TIGR00879
15924	TIGR00879	PF00083
15925	PF00083	TIGR00879
15926	TIGR00879	PF00083
15927	PF00083	TIGR00879
15928	TIGR00879	PF00083
15929	PF00083	TIGR00879
15930	TIGR00879	PF00083
15931	PF00083	TIGR00879
15932	TIGR00879	PF00083
15933	PF00083	TIGR00879
15934	TIGR00879	PF00083
15935	PF00083	TIGR00879
15936	TIGR00879	PF00083
15937	PF00083	TIGR00879
15938	TIGR00879	PF00083
15939	PF00083	TIGR00879
15940	TIGR00879	PF00083
15941	PF00083	TIGR00879
15942	PF03865	COG2831
15943	COG2831	PF03865
15944	TIGR01785	PF00593
15945	TIGR01785	TIGR01786
15946	TIGR01785	PF07715
15947	PF00593	TIGR01785
15948	PF00593	TIGR01786
15949	PF00593	PF07715
15950	TIGR01786	TIGR01785
15951	TIGR01786	PF00593
15952	TIGR01786	PF07715
15953	PF07715	TIGR01785
15954	PF07715	PF00593
15955	PF07715	TIGR01786
15956	TIGR01785	PF00593
15957	TIGR01785	TIGR01786
15958	TIGR01785	PF07715
15959	PF00593	TIGR01785
15960	PF00593	TIGR01786
15961	PF00593	PF07715
15962	TIGR01786	TIGR01785
15963	TIGR01786	PF00593
15964	TIGR01786	PF07715
15965	PF07715	TIGR01785
15966	PF07715	PF00593
15967	PF07715	TIGR01786
15968	PF00593	TIGR01786
15969	PF00593	PF07715
15970	PF00593	COG1629
15971	TIGR01786	PF00593
15972	TIGR01786	PF07715
15973	TIGR01786	COG1629
15974	PF07715	PF00593
15975	PF07715	TIGR01786
15976	PF07715	COG1629
15977	COG1629	PF00593
15978	COG1629	TIGR01786
15979	COG1629	PF07715
15980	PF00593	TIGR01786
15981	PF00593	PF07715
15982	TIGR01786	PF00593
15983	TIGR01786	PF07715
15984	PF07715	PF00593
15985	PF07715	TIGR01786
15986	PF00593	TIGR01786
15987	PF00593	PF07715
15988	PF00593	COG1629
15989	TIGR01786	PF00593
15990	TIGR01786	PF07715
15991	TIGR01786	COG1629
15992	PF07715	PF00593
15993	PF07715	TIGR01786
15994	PF07715	COG1629
15995	COG1629	PF00593
15996	COG1629	TIGR01786
15997	COG1629	PF07715
15998	TIGR00879	PF00083
15999	PF00083	TIGR00879
16000	PF02535	COG0428
16001	COG0428	PF02535
16002	PF00005	COG4559
16003	COG4559	PF00005
16004	PF00005	COG4559
16005	COG4559	PF00005
16006	PF00005	COG4559
16007	COG4559	PF00005
16008	PF00005	COG4559
16009	COG4559	PF00005
16010	PF00005	COG4559
16011	COG4559	PF00005
16012	PF00005	COG4559
16013	COG4559	PF00005
16014	PF00005	COG4559
16015	COG4559	PF00005
16016	PF00005	COG4559
16017	COG4559	PF00005
16018	PF00005	COG4559
16019	COG4559	PF00005
16020	PF00005	COG4559
16021	COG4559	PF00005
16022	PF00005	COG4559
16023	COG4559	PF00005
16024	PF00005	COG4559
16025	COG4559	PF00005
16026	PF00005	COG4559
16027	COG4559	PF00005
16028	PF00005	COG4559
16029	COG4559	PF00005
16030	PF00005	COG4559
16031	COG4559	PF00005
16032	PF00005	COG4559
16033	COG4559	PF00005
16034	PF00005	COG4559
16035	COG4559	PF00005
16036	PF00005	COG4559
16037	COG4559	PF00005
16038	PF00005	COG4559
16039	COG4559	PF00005
16040	PF00005	COG4559
16041	COG4559	PF00005
16042	PF00005	COG4559
16043	COG4559	PF00005
16044	PF00005	COG4559
16045	COG4559	PF00005
16046	PF00005	COG4559
16047	COG4559	PF00005
16048	TIGR00907	PF13520
16049	PF13520	TIGR00907
16050	PF05157	COG2804
16051	PF05157	PF00437
16052	COG2804	PF05157
16053	COG2804	PF00437
16054	PF00437	PF05157
16055	PF00437	COG2804
16056	COG1459	PF00482
16057	PF00482	COG1459
16058	PF03958	COG4796
16059	PF03958	PF00263
16060	COG4796	PF03958
16061	COG4796	PF00263
16062	PF00263	PF03958
16063	PF00263	COG4796
16064	PF00005	COG1136
16065	COG1136	PF00005
16066	PF02687	COG0577
16067	COG0577	PF02687
16068	PF02687	COG0577
16069	COG0577	PF02687
16070	PF02687	COG0577
16071	COG0577	PF02687
16072	PF05157	COG2804
16073	PF05157	PF00437
16074	COG2804	PF05157
16075	COG2804	PF00437
16076	PF00437	PF05157
16077	PF00437	COG2804
16078	COG2610	TIGR00791
16079	COG2610	PF02447
16080	TIGR00791	COG2610
16081	TIGR00791	PF02447
16082	PF02447	COG2610
16083	PF02447	TIGR00791
16084	PF00324	COG0833
16085	COG0833	PF00324
16086	TIGR01065	COG1272
16087	COG1272	TIGR01065
16088	PF03865	COG2831
16089	COG2831	PF03865
16090	PF00005	COG4559
16091	COG4559	PF00005
16092	PF00005	COG4559
16093	COG4559	PF00005
16094	PF00005	COG4559
16095	COG4559	PF00005
16096	PF00005	COG4559
16097	COG4559	PF00005
16098	PF00005	COG4559
16099	COG4559	PF00005
16100	PF00005	COG4559
16101	COG4559	PF00005
16102	PF00005	COG4559
16103	COG4559	PF00005
16104	PF00005	COG4559
16105	COG4559	PF00005
16106	PF00005	COG4559
16107	COG4559	PF00005
16108	PF00005	COG4559
16109	COG4559	PF00005
16110	PF00005	COG4559
16111	COG4559	PF00005
16112	PF00005	COG4559
16113	COG4559	PF00005
16114	PF00005	COG4559
16115	COG4559	PF00005
16116	PF00005	COG4559
16117	COG4559	PF00005
16118	PF00005	COG4559
16119	COG4559	PF00005
16120	PF00005	COG4559
16121	COG4559	PF00005
16122	PF00005	COG4559
16123	COG4559	PF00005
16124	PF00005	COG4559
16125	COG4559	PF00005
16126	PF00005	COG4559
16127	COG4559	PF00005
16128	PF00005	COG4559
16129	COG4559	PF00005
16130	PF00005	COG4559
16131	COG4559	PF00005
16132	PF00005	COG4559
16133	COG4559	PF00005
16134	PF00005	COG4559
16135	COG4559	PF00005
16136	PF00005	COG4559
16137	COG4559	PF00005
16138	PF00005	COG4559
16139	COG4559	PF00005
16140	PF00005	COG4559
16141	COG4559	PF00005
16142	PF00005	COG4559
16143	COG4559	PF00005
16144	COG1459	PF00482
16145	PF00482	COG1459
16146	PF00593	TIGR01786
16147	PF00593	PF07715
16148	TIGR01786	PF00593
16149	TIGR01786	PF07715
16150	PF07715	PF00593
16151	PF07715	TIGR01786
16152	TIGR01102	COG4790
16153	COG4790	TIGR01102
16154	TIGR02516	PF03958
16155	TIGR02516	PF00263
16156	PF03958	TIGR02516
16157	PF03958	PF00263
16158	PF00263	TIGR02516
16159	PF00263	PF03958
16160	TIGR02546	COG1157
16161	COG1157	TIGR02546
16162	COG1450	TIGR02516
16163	COG1450	PF03958
16164	COG1450	PF00263
16165	TIGR02516	COG1450
16166	TIGR02516	PF03958
16167	TIGR02516	PF00263
16168	PF03958	COG1450
16169	PF03958	TIGR02516
16170	PF03958	PF00263
16171	PF00263	COG1450
16172	PF00263	TIGR02516
16173	PF00263	PF03958
16174	COG4789	TIGR01399
16175	TIGR01399	COG4789
16176	COG4789	TIGR01399
16177	TIGR01399	COG4789
16178	PF00005	COG1136
16179	COG1136	PF00005
16180	PF00005	COG1136
16181	COG1136	PF00005
16182	PF00005	COG1136
16183	COG1136	PF00005
16184	TIGR00879	PF00083
16185	PF00083	TIGR00879
16186	TIGR00879	PF00083
16187	PF00083	TIGR00879
16188	TIGR00879	PF00083
16189	PF00083	TIGR00879
16190	PF00520	PF16799
16191	PF16799	PF00520
16192	PF00520	PF16799
16193	PF16799	PF00520
16194	COG2804	PF00437
16195	COG2804	TIGR02533
16196	PF00437	COG2804
16197	PF00437	TIGR02533
16198	TIGR02533	COG2804
16199	TIGR02533	PF00437
16200	PF00497	COG0834
16201	COG0834	PF00497
16202	PF00497	COG0834
16203	COG0834	PF00497
16204	PF00497	COG0834
16205	COG0834	PF00497
16206	PF00528	COG4160
16207	PF00528	TIGR01726
16208	COG4160	PF00528
16209	COG4160	TIGR01726
16210	TIGR01726	PF00528
16211	TIGR01726	COG4160
16212	PF00528	COG4160
16213	PF00528	TIGR01726
16214	COG4160	PF00528
16215	COG4160	TIGR01726
16216	TIGR01726	PF00528
16217	TIGR01726	COG4160
16218	PF00005	COG4598
16219	COG4598	PF00005
16220	PF02535	COG0428
16221	COG0428	PF02535
16222	TIGR00934	PF02386
16223	TIGR00934	COG0168
16224	PF02386	TIGR00934
16225	PF02386	COG0168
16226	COG0168	TIGR00934
16227	COG0168	PF02386
16228	PF02386	COG0168
16229	COG0168	PF02386
16230	PF02386	COG0168
16231	COG0168	PF02386
16232	PF02386	COG0168
16233	COG0168	PF02386
16234	COG2274	PF00005
16235	COG2274	PF00664
16236	COG2274	TIGR01846
16237	PF00005	COG2274
16238	PF00005	PF00664
16239	PF00005	TIGR01846
16240	PF00664	COG2274
16241	PF00664	PF00005
16242	PF00664	TIGR01846
16243	TIGR01846	COG2274
16244	TIGR01846	PF00005
16245	TIGR01846	PF00664
16246	PF00005	PF00664
16247	PF00005	TIGR01846
16248	PF00664	PF00005
16249	PF00664	TIGR01846
16250	TIGR01846	PF00005
16251	TIGR01846	PF00664
16252	PF00593	TIGR01786
16253	PF00593	PF07715
16254	TIGR01786	PF00593
16255	TIGR01786	PF07715
16256	PF07715	PF00593
16257	PF07715	TIGR01786
16258	TIGR02544	COG4669
16259	COG4669	TIGR02544
16260	PF00005	COG1136
16261	COG1136	PF00005
16262	PF00005	COG1136
16263	COG1136	PF00005
16264	PF00005	COG1136
16265	COG1136	PF00005
16266	PF02687	COG0577
16267	COG0577	PF02687
16268	PF02687	COG0577
16269	COG0577	PF02687
16270	PF02687	COG0577
16271	COG0577	PF02687
16272	PF02687	COG0577
16273	COG0577	PF02687
16274	PF03958	TIGR02516
16275	PF03958	COG1450
16276	PF03958	PF00263
16277	TIGR02516	PF03958
16278	TIGR02516	COG1450
16279	TIGR02516	PF00263
16280	COG1450	PF03958
16281	COG1450	TIGR02516
16282	COG1450	PF00263
16283	PF00263	PF03958
16284	PF00263	TIGR02516
16285	PF00263	COG1450
16286	TIGR01102	COG4790
16287	COG4790	TIGR01102
16288	PF08449	COG0697
16289	COG0697	PF08449
16290	PF00520	PF16799
16291	PF16799	PF00520
16292	TIGR00879	PF00083
16293	PF00083	TIGR00879
16294	TIGR00879	PF00083
16295	PF00083	TIGR00879
16296	TIGR00879	PF00083
16297	PF00083	TIGR00879
16298	TIGR00879	PF00083
16299	PF00083	TIGR00879
16300	TIGR00879	PF00083
16301	PF00083	TIGR00879
16302	PF03865	COG2831
16303	COG2831	PF03865
16304	TIGR01785	COG1629
16305	TIGR01785	PF00593
16306	TIGR01785	TIGR01786
16307	TIGR01785	PF07715
16308	COG1629	TIGR01785
16309	COG1629	PF00593
16310	COG1629	TIGR01786
16311	COG1629	PF07715
16312	PF00593	TIGR01785
16313	PF00593	COG1629
16314	PF00593	TIGR01786
16315	PF00593	PF07715
16316	TIGR01786	TIGR01785
16317	TIGR01786	COG1629
16318	TIGR01786	PF00593
16319	TIGR01786	PF07715
16320	PF07715	TIGR01785
16321	PF07715	COG1629
16322	PF07715	PF00593
16323	PF07715	TIGR01786
16324	COG0651	PF00361
16325	PF00361	COG0651
16326	PF03797	PF12951
16327	PF03797	TIGR01414
16328	PF03797	COG3468
16329	PF03797	TIGR02601
16330	PF12951	PF03797
16331	PF12951	TIGR01414
16332	PF12951	COG3468
16333	PF12951	TIGR02601
16334	TIGR01414	PF03797
16335	TIGR01414	PF12951
16336	TIGR01414	COG3468
16337	TIGR01414	TIGR02601
16338	COG3468	PF03797
16339	COG3468	PF12951
16340	COG3468	TIGR01414
16341	COG3468	TIGR02601
16342	TIGR02601	PF03797
16343	TIGR02601	PF12951
16344	TIGR02601	TIGR01414
16345	TIGR02601	COG3468
16346	PF08449	COG0697
16347	COG0697	PF08449
16348	TIGR00820	PF02535
16349	PF02535	TIGR00820
16350	TIGR00820	PF02535
16351	PF02535	TIGR00820
16352	TIGR00820	PF02535
16353	PF02535	TIGR00820
16354	PF00005	PF00664
16355	PF00664	PF00005
16356	PF00005	PF00664
16357	PF00664	PF00005
16358	PF00005	PF00664
16359	PF00005	COG1132
16360	PF00664	PF00005
16361	PF00664	COG1132
16362	COG1132	PF00005
16363	COG1132	PF00664
16364	PF08449	COG0697
16365	COG0697	PF08449
16366	COG0651	PF00361
