TIGR00025	GO:0005887	NULL
TIGR00025	GO:0006810	NULL
TIGR00025	GO:0042626	contributes_to
TIGR00025	GO:0043190	NULL
TIGR00210	GO:0015501	NULL
TIGR00210	GO:0015813	NULL
TIGR00220	GO:0006810	NULL
TIGR00220	GO:0022833	NULL
TIGR00345	GO:0016887	NULL
TIGR00383	GO:0006824	NULL
TIGR00383	GO:0015087	NULL
TIGR00383	GO:0015095	NULL
TIGR00383	GO:0015693	NULL
TIGR00400	GO:0015095	contributes_to
TIGR00400	GO:0015693	NULL
TIGR00437	GO:0015639	NULL
TIGR00437	GO:0015684	NULL
TIGR00439	GO:0000910	NULL
TIGR00680	GO:0006813	NULL
TIGR00680	GO:0008556	contributes_to
TIGR00680	GO:0031004	NULL
TIGR00681	GO:0006813	NULL
TIGR00681	GO:0008556	contributes_to
TIGR00681	GO:0031004	NULL
TIGR00710	GO:0015238	NULL
TIGR00710	GO:0015893	NULL
TIGR00711	GO:0005887	NULL
TIGR00711	GO:0006855	NULL
TIGR00711	GO:0015307	NULL
TIGR00711	GO:0042493	NULL
TIGR00712	GO:0015169	NULL
TIGR00712	GO:0015794	NULL
TIGR00727	GO:0015198	NULL
TIGR00733	GO:0006857	NULL
TIGR00733	GO:0015198	NULL
TIGR00733	GO:0016020	NULL
TIGR00750	GO:0015809	NULL
TIGR00750	GO:0015819	NULL
TIGR00750	GO:0015822	NULL
TIGR00750	GO:0016772	NULL
TIGR00770	GO:0005887	NULL
TIGR00770	GO:0015556	NULL
TIGR00770	GO:0015740	NULL
TIGR00771	GO:0005887	NULL
TIGR00771	GO:0015556	NULL
TIGR00771	GO:0015740	NULL
TIGR00773	GO:0006814	NULL
TIGR00773	GO:0006818	NULL
TIGR00773	GO:0015385	NULL
TIGR00774	GO:0006814	NULL
TIGR00774	GO:0006818	NULL
TIGR00774	GO:0015385	NULL
TIGR00775	GO:0006814	NULL
TIGR00775	GO:0006818	NULL
TIGR00775	GO:0015385	NULL
TIGR00785	GO:0005887	NULL
TIGR00785	GO:0006820	NULL
TIGR00785	GO:0008509	NULL
TIGR00786	GO:0005887	NULL
TIGR00786	GO:0015556	contributes_to
TIGR00786	GO:0015740	NULL
TIGR00786	GO:0031317	NULL
TIGR00787	GO:0005215	contributes_to
TIGR00787	GO:0005488	NULL
TIGR00787	GO:0006810	NULL
TIGR00787	GO:0030288	NULL
TIGR00787	GO:0031317	NULL
TIGR00790	GO:0006820	NULL
TIGR00790	GO:0008509	NULL
TIGR00791	GO:0005887	NULL
TIGR00791	GO:0015295	NULL
TIGR00791	GO:0015718	NULL
TIGR00792	GO:0006812	NULL
TIGR00792	GO:0008643	NULL
TIGR00792	GO:0015486	NULL
TIGR00792	GO:0016021	NULL
TIGR00793	GO:0015649	NULL
TIGR00793	GO:0046411	NULL
TIGR00794	GO:0006813	NULL
TIGR00794	GO:0015079	NULL
TIGR00794	GO:0016020	NULL
TIGR00795	GO:0005887	NULL
TIGR00795	GO:0008028	NULL
TIGR00795	GO:0015718	NULL
TIGR00796	GO:0015658	NULL
TIGR00796	GO:0015803	NULL
TIGR00797	GO:0006855	NULL
TIGR00797	GO:0015238	NULL
TIGR00797	GO:0016020	NULL
TIGR00797	GO:0042493	NULL
TIGR00801	GO:0015205	NULL
TIGR00801	GO:0015851	NULL
TIGR00801	GO:0016021	NULL
TIGR00802	GO:0000041	NULL
TIGR00802	GO:0005887	NULL
TIGR00802	GO:0046915	NULL
TIGR00804	GO:0005337	NULL
TIGR00804	GO:0005887	NULL
TIGR00804	GO:0015858	NULL
TIGR00807	GO:0005342	NULL
TIGR00807	GO:0015849	NULL
TIGR00808	GO:0005342	NULL
TIGR00808	GO:0015849	NULL
TIGR00809	GO:0005737	NULL
TIGR00809	GO:0043952	NULL
TIGR00809	GO:0050821	NULL
TIGR00809	GO:0051082	NULL
TIGR00813	GO:0005887	NULL
TIGR00813	GO:0006810	NULL
TIGR00813	GO:0015370	NULL
TIGR00814	GO:0005887	NULL
TIGR00814	GO:0006865	NULL
TIGR00814	GO:0015171	NULL
TIGR00815	GO:0008272	NULL
TIGR00815	GO:0015116	NULL
TIGR00815	GO:0016020	NULL
TIGR00831	GO:0006814	NULL
TIGR00831	GO:0006818	NULL
TIGR00831	GO:0006885	NULL
TIGR00831	GO:0015385	NULL
TIGR00836	GO:0008519	NULL
TIGR00836	GO:0015696	NULL
TIGR00837	GO:0005887	NULL
TIGR00837	GO:0015173	NULL
TIGR00837	GO:0015801	NULL
TIGR00841	GO:0008508	NULL
