T18	TIGR02139
T18	COG4208
T18	COG0555
T18	TIGR02140
T19	COG2212
T19	PF03334
T19	COG1320
T19	TIGR00942
T19	TIGR01300
T20	COG1121
T20	PF01297
T20	COG1108
T20	COG0803
T20	PF00950
T21	PF03958
T21	TIGR02516
T21	COG1450
T21	TIGR02517
T21	PF00263
T22	COG1131
T22	PF14510
T22	PF08370
T22	COG0842
T22	PF06422
T23	PF01490
T23	COG0814
T23	TIGR00837
T23	TIGR00814
T23	PF03222
T24	COG0848
T24	TIGR02805
T24	COG0811
T24	PF02472
T24	PF01618
T25	TIGR00913
T25	COG1113
T25	PF08403
T25	TIGR00930
T25	PF00324
T26	TIGR00905
T26	TIGR00911
T26	PF13520
T26	TIGR00906
T26	PF13906
T27	PF02421
T27	PF07664
T27	COG0370
T27	TIGR00437
T28	TIGR00804
T28	PF01773
T28	PF07662
T28	COG1972
T29	TIGR01414
T29	COG3468
T29	PF13018
T29	PF03797
T30	COG0385
T30	TIGR00841
T30	PF01758
T30	PF13593
T31	COG0715
T31	COG0600
T31	TIGR01184
T31	COG1116
T32	TIGR00727
T32	TIGR00728
T32	COG1297
T32	PF03169
T33	COG1135
T33	TIGR02314
T33	COG1464
T33	COG2011
T34	COG0411
T34	TIGR04406
T34	PF12399
T34	COG1137
T35	PF01545
T35	COG0053
T35	COG1230
T35	TIGR01297
T36	PF12538
T36	TIGR03928
T36	PF10140
T36	TIGR03926
T37	TIGR01187
T37	COG1176
T37	TIGR03258
T37	COG3842
T38	TIGR00929
T38	PF03135
T38	COG3451
T39	PF02669
T39	COG2156
T39	TIGR00681
T40	PF00367
T40	TIGR01417
T40	PF00358
T41	PF03547
T41	COG0679
T41	TIGR00946
T42	COG4175
T42	COG1125
T42	TIGR01186
T43	COG2060
T43	TIGR00680
T43	PF03814
T44	TIGR00790
T44	COG2116
T44	PF01226
T45	PF02553
T45	TIGR01165
T45	COG1930
T46	PF02386
T46	COG0168
T46	TIGR00933
T47	TIGR00795
T47	COG1620
T47	PF02652
T48	PF02028
T48	TIGR00842
T48	COG1292
T49	COG1009
T49	COG1006
T49	TIGR00940
T50	PF16885
T50	PF16905
T50	PF08763
T51	COG2165
T51	TIGR01710
T51	PF08334
T52	PF05525
T52	TIGR00796
T52	COG1114
T53	PF02705
T53	TIGR00794
T53	COG3158
T54	PF00916
T54	COG0659
T54	TIGR00815
T55	PF04069
T55	COG2113
T55	COG1732
T56	TIGR00785
T56	COG0471
T56	PF00939
T57	PF14703
T57	PF13967
T57	PF02714
T58	PF02535
T58	COG0428
T58	TIGR00820
T59	TIGR01352
T59	COG0810
T59	PF03544
T60	COG1124
T60	TIGR02769
T60	TIGR02770
T61	PF02447
T61	COG2610
T61	TIGR00791
T62	COG2704
T62	PF03605
T62	TIGR00770
T63	TIGR00774
T63	COG3067
T63	PF06450
T64	COG1301
T64	PF00375
T64	COG3633
T65	COG1283
T65	PF02690
T65	TIGR01013
T66	COG0619
T66	TIGR02454
T66	PF02361
T67	TIGR00773
T67	PF06965
T67	COG3004
T68	COG0598
T68	PF01544
T68	TIGR00383
T69	PF01741
T69	TIGR00220
T69	COG1970
T70	PF02931
T70	PF02932
T70	TIGR00860
T71	TIGR00926
T71	TIGR00924
T71	COG3104
T72	COG0725
T72	TIGR01256
T72	TIGR03730
T73	COG0003
T73	TIGR00345
T73	PF02374
T74	PF03611
T74	COG4668
T74	PF00359
T75	PF03530
T75	PF07885
T76	TIGR01846
T76	COG2274
T77	PF14785
T77	COG3833
T78	PF03239
T78	COG0672
T79	COG1118
T79	TIGR00968
T80	COG0735
T80	PF01475
T81	PF07155
T81	PF12558
T82	TIGR03923
T82	PF11203
T83	PF08817
T83	TIGR03920
T84	TIGR00932
T84	COG0475
T85	TIGR00797
T85	COG0534
T86	TIGR03919
T86	PF05108
T87	PF00209
T87	COG0733
T88	PF01885
T88	COG1859
T89	COG1887
T89	PF04464
T90	TIGR02141
T90	COG4149
T91	COG0668
T91	PF00924
T92	COG3203
T92	PF00267
T93	COG0628
T93	PF01594
T94	COG2233
T94	TIGR00801
T95	COG0306
T95	PF01384
T96	PF06738
T96	PF12821
T97	TIGR00949
T97	COG1280
T98	PF06512
T98	PF11933
T99	PF12793
T99	COG4533
T100	TIGR01276
T100	TIGR01254
T101	TIGR01277
T101	COG3840
T102	TIGR00985
T102	PF02064
T103	TIGR00870
T103	PF08344
T104	TIGR01625
T104	COG2985
T105	COG0765
T105	COG1126
T106	TIGR02142
T106	COG4148
T107	COG1914
T107	TIGR01197
T108	PF00060
T108	PF10613
T109	COG0767
T109	TIGR00056
T110	PF11612
T110	TIGR01711
T111	TIGR01709
T111	PF05134
T112	TIGR00792
T112	COG2211
T113	COG1272
T113	TIGR01065
T114	COG2215
T114	PF03824
T115	COG3638
T115	TIGR02315
T116	TIGR01102
T116	COG4790
T117	COG4789
T117	TIGR01399
T118	PF02807
T118	PF00217
T119	PF08466
T119	PF01007
T120	PF03812
T120	TIGR00793
T121	PF03739
T121	COG0795
T122	TIGR04409
T122	COG3117
T123	TIGR03002
T123	COG1934
T124	TIGR00799
T124	PF03821
T125	TIGR01010
T125	COG3524
T126	PF02659
T126	COG1971
T127	PF04547
T127	PF16178
T128	PF02321
T128	TIGR01845
T129	COG1132
T129	TIGR01192
T130	PF06472
T130	COG4178
T131	TIGR01253
T131	COG1178
T132	COG4160
T132	COG4215
T133	COG0004
T133	TIGR00836
T134	TIGR03141
T134	PF04995
T135	TIGR00859
T135	PF00858
T136	PF01891
T136	COG0310
T137	COG0488
T137	PF12848
T138	COG1596
T138	PF02563
T139	TIGR00948
T139	COG1279
T140	TIGR00861
T140	COG0580
T141	PF08434
T141	TIGR00868
T142	COG0038
T142	PF00654
T143	TIGR04520
T143	TIGR04521
T144	COG2831
T144	PF03865
T145	COG1055
T145	PF03600
T146	COG2270
T146	PF11700
T147	TIGR04077
T148	TIGR03480
T149	PF05934
T150	PF10614
T151	PF07321
T152	PF16972
T153	COG3630
T154	TIGR00788
T155	PF09613
T156	TIGR01301
T157	TIGR03896
T158	TIGR03850
T159	COG3701
T160	PF11739
T161	PF16966
T162	PF03532
T163	COG2911
T164	PF16996
T165	PF13246
T166	TIGR04505
T167	COG3267
T168	PF03956
T169	TIGR00809
T170	PF05008
T171	PF03596
T172	TIGR00881
T173	COG1288
T174	COG1824
T175	TIGR02500
T176	PF16913
T177	TIGR01006
T178	TIGR02527
T179	PF05232
T180	COG4986
T181	TIGR03416
T182	TIGR03518
T183	TIGR03733
T184	COG2187
T185	PF15064
T186	PF17523
T187	TIGR03797
T188	TIGR03921
T189	PF13531
T190	PF11557
T191	PF09531
T192	PF05936
T193	COG3558
T194	TIGR03441
T195	COG3846
T196	COG3563
T197	TIGR03414
T198	COG3113
T199	PF09527
T200	PF11382
T201	TIGR03353
T202	COG3519
T203	TIGR03931
T204	COG3703
T205	COG3843
T206	TIGR00912
T207	COG5238
T208	PF10766
T209	TIGR01295
T210	PF03825
T211	COG3586
T212	PF13416
T213	TIGR02358
T214	PF05364
T215	TIGR03816
T216	PF07642
T217	COG1742
T218	PF09822
T219	PF09487
T220	PF13437
T221	COG1555
T222	COG2119
T223	PF04756
T224	TIGR03028
T225	TIGR02052
T226	TIGR02524
T227	PF16951
T228	COG2076
T229	PF10082
T230	TIGR03355
T231	TIGR01293
T232	COG1989
T233	PF00955
T234	COG3523
T235	COG0387
T236	PF06218
T237	PF06177
T238	COG2107
T239	PF11393
T240	PF07585
T241	PF07575
T242	PF08627
T243	TIGR02971
T244	PF14931
T245	TIGR00947
T246	TIGR03345
T247	PF16732
T248	TIGR03407
T249	PF10090
T250	COG3522
T251	TIGR03350
T252	COG4756
T253	PF10032
T254	COG5042
T255	TIGR00805
T256	PF05653
T257	PF16768
T258	PF06779
T259	TIGR03360
T260	PF15403
T261	PF03818
T262	TIGR03732
T263	PF06609
T264	TIGR03352
T265	TIGR00984
T266	TIGR03375
T267	PF16811
T268	PF16960
T269	PF16989
T270	COG1427
T271	TIGR03817
T272	TIGR02513
T273	PF09619
T274	PF12501
T275	COG3946
T276	PF16955
T277	PF16937
T278	PF11715
T279	PF07857
T280	COG4674
T281	PF05943
T282	TIGR02558
T283	TIGR03796
T284	TIGR02567
T285	PF13343
T286	PF04212
T287	TIGR03408
T288	TIGR03362
T289	TIGR03661
T290	TIGR03015
T291	PF16946
T292	PF15178
T293	COG4104
T294	PF06552
T295	PF09512
T296	TIGR03773
T297	PF03619
T298	COG3418
T299	TIGR04412
T300	PF16962
T301	COG3516
T302	PF16695
T303	COG0239
T304	PF16687
T305	PF01203
T306	TIGR02137
T307	TIGR04298
T308	PF11124
T309	COG0530
T310	TIGR02561
T311	TIGR02458
T312	TIGR03261
T313	PF12608
T314	TIGR02477
T315	PF16983
T316	PF13609
T317	TIGR01782
T318	PF15894
T319	TIGR02718
T320	TIGR00807
T321	TIGR03644
T322	COG3515
T323	PF09691
T324	TIGR03522
T325	TIGR03262
T326	TIGR03708
T327	PF10988
T328	TIGR04183
T329	PF03773
T330	PF14113
T331	COG4535
T332	PF16980
T333	TIGR00983
T334	TIGR02509
T335	PF11549
T336	TIGR00894
T337	TIGR03922
T338	PF16943
T339	PF16930
T340	PF06979
T341	PF07970
T342	PF15184
T343	PF04518
T344	PF08566
T345	PF12166
T346	COG3517
T347	COG3455
T348	PF12486
T349	TIGR04197
T350	PF13722
T351	PF12317
T352	PF06664
T353	PF07824
T354	PF02060
T355	PF01733
T356	PF11704
T357	PF06182
T358	TIGR03679
T359	TIGR00921
T360	PF13372
T361	COG4158
T362	TIGR03434
T363	PF11751
T364	TIGR02359
T365	COG3521
T366	PF16755
T367	COG3520
T368	COG3838
T369	COG3178
T370	PF13748
T371	COG3368
T372	TIGR00808
T373	PF16537
T374	TIGR00990
T375	TIGR03873
T376	PF06744
T377	PF06695
T378	PF17112
T379	TIGR04522
T380	PF07856
T381	PF16959
T382	TIGR00908
T383	TIGR03608
T384	PF11924
T385	PF16940
T386	TIGR03415
T387	TIGR03519
T388	TIGR02123
T389	COG0758
T390	PF13346
T391	COG4258
T392	PF03185
T393	PF04120
T394	PF16944
T395	PF14866
T396	PF15048
T397	COG3965
T398	COG5478
T399	COG1101
T400	TIGR02332
T401	TIGR02573
T402	COG4592
T403	PF12052
T404	PF10498
T405	PF03842
T406	PF10412
T407	PF15305
T408	PF15171
T409	PF11654
T410	PF17080
T411	COG2814
T412	COG3333
T413	COG3694
T414	TIGR04089
T415	TIGR03373
T416	TIGR04028
T417	COG3263
T418	PF10741
T419	PF11854
T420	PF07740
T421	TIGR01593
T422	PF07399
T423	COG4572
T424	PF16932
T425	PF13347
T426	PF17000
T427	PF08318
T428	PF15283
T429	TIGR02637
T430	COG5569
T431	COG1133
T432	TIGR00980
T433	TIGR02185
T434	PF16954
T435	TIGR04411
T436	PF04657
T437	PF09489
T438	PF07936
T439	PF11894
T440	TIGR04034
T441	PF03177
T442	COG4192
T443	PF16572
T444	PF06541
T445	TIGR00710
T446	TIGR03871
T447	TIGR02982
T448	COG4455
T449	TIGR03358
T450	PF13327
T451	TIGR04549
T452	PF11449
T453	COG3458
T454	PF03666
T455	COG2836
T456	PF12156
T457	TIGR03669
T458	COG3456
T459	TIGR03770
T460	PF07168
T461	PF02411
T462	TIGR03658
T463	PF14121
T464	PF09502
T465	TIGR03409
T466	COG4664
T467	PF12293
T468	TIGR02101
T469	PF16549
T470	COG4300
T471	PF04717
T472	PF11439
T473	TIGR03771
T474	TIGR00862
T475	PF00188
T476	TIGR04346
T477	PF10487
T478	TIGR03521
T479	COG3518
T480	PF12698
T481	TIGR03427
T482	TIGR03647
T483	PF09783
T484	COG3173
T485	COG2217
T486	PF04515
T487	COG4959
T488	PF12468
T489	PF16031
T490	TIGR00863
T491	TIGR03354
T492	PF06812
T493	PF01366
T494	PF05978
T495	PF04187
T496	COG5268
T497	COG4985
T498	PF02136
T499	PF05591
T500	TIGR02698
T501	TIGR03357
T502	PF10392
T503	PF02293
T504	COG2853
T505	PF14738
T506	PF04145
T507	PF16860
T508	COG3192
T509	PF03817
T510	TIGR04410
T511	TIGR03794
T512	TIGR03863
T513	PF16642
T514	PF11093
T515	TIGR03348
T516	PF17381
T517	PF15149
T518	PF16974
T519	TIGR00889
T520	PF10188
T521	COG4665
T522	COG2257
T523	TIGR02498
T524	COG1033
T525	PF05197
T526	TIGR03813
T527	TIGR03868
T528	TIGR03363
T529	TIGR03347
T530	TIGR00811
T531	TIGR02559
T532	PF07331
T533	PF10270
T534	TIGR00750
T535	PF11389
T536	COG1276
T537	PF09850
T538	COG2998
T539	PF16956
T540	TIGR03657
T541	TIGR03727
T542	PF10642
T543	TIGR03027
T544	PF13856
T545	PF16522
T546	TIGR03359
T547	TIGR00803
T548	PF06610
T549	COG4587
T550	PF06178
T551	TIGR03939
T552	TIGR04090
T553	PF17099
T554	COG3559
T555	TIGR00776
T556	PF15108
T557	COG4392
T558	TIGR01247
T559	COG2252
T560	PF00844
T561	PF13536
T562	PF12783
T563	PF05947
T564	PF09475
T565	PF09486
T566	PF15020
T567	PF11711
T568	TIGR01185
T569	TIGR04033
T570	COG2095
T571	TIGR03656
T572	PF16848
T573	PF12560
T574	PF02592
T575	TIGR00899
T576	TIGR03864
T577	PF14349
T578	TIGR00993
T579	PF09075
T580	PF03083
T581	TIGR03411
T582	COG1584
T583	COG4191
T584	TIGR00779
T585	PF12929
T586	COG0472
T587	COG4395
T588	PF11431
T589	TIGR03772
T590	TIGR02459
T591	TIGR03349
T592	TIGR02560
T593	PF06011
T594	PF12700
T595	PF06951
T596	TIGR03861
T597	COG4132
T598	PF15967
T599	PF06996
T600	COG4590
T601	COG2967
T602	TIGR03869
T603	TIGR03428
T604	COG3231
T605	TIGR00902
T606	PF03082
T607	PF03364
T608	PF11773
T609	PF10604
T610	PF17331
T611	COG1814
T612	TIGR01002
T613	TIGR00893
T614	COG3225
T615	PF16939
T616	COG3704
T617	TIGR01778
T618	PF09483
T619	TIGR03023
T620	TIGR00210
T621	COG0786
T622	PF03616
T623	PF08412
T624	TIGR03344
T625	COG3157
T626	PF05638
T627	TIGR01785
T628	COG4559
T629	PF16326
T630	TIGR00802
T631	TIGR02557
T632	PF11601
T633	TIGR02511
T634	TIGR02568
T635	TIGR01097
T636	COG3376
T637	COG0833
T638	TIGR02546
T639	PF16799
T640	TIGR00934
T641	TIGR02544
T642	COG4669
T643	PF03493
T644	PF07941
T645	COG3297
T646	COG4795
T647	COG3031
T648	PF03977
T649	TIGR04518
T650	PF12822
T651	COG0738
T652	TIGR00885
T653	COG3601
T654	TIGR00439
T655	COG4779
T656	COG4619
T657	TIGR00910
T658	COG2271
T659	TIGR00712
T660	TIGR01272
T661	PF03553
T662	COG2056
T663	PF13726
T664	COG1123
T665	TIGR01713
T666	PF11356
T667	PF12019
T668	TIGR01708
T669	PF02501
T670	TIGR01707
T671	PF04612
T672	COG3149
T673	COG1883
T674	PF03521
T675	TIGR00891
T676	PF07660
T677	TIGR00831
T678	PF09482
T679	COG0025
T680	COG1668
T681	PF12679
T682	COG4555
T683	PF15401
T684	COG3264
T685	PF12794
T686	PF12795
T687	TIGR01288
T688	TIGR01291
T689	COG1277
T690	TIGR02294
T691	PF11404
T692	TIGR02789
T693	PF04096
T694	PF13634
T695	TIGR02790
T696	TIGR00775
T697	PF10599
T698	PF08604
T699	PF13874
T700	COG4625
T701	PF03502
T702	COG3248
T703	PF02462
T704	TIGR02555
T705	PF09392
T706	TIGR02105
T707	COG2223
T708	PF03520
T709	TIGR04407
T710	TIGR04408
T711	TIGR02572
T712	PF09621
T713	COG4209
T714	TIGR01776
T715	PF09604
T716	TIGR02115
T717	TIGR00958
T718	COG4211
T719	TIGR00816
T720	PF03595
T721	TIGR03136
T722	COG1127
T723	TIGR00892
T724	TIGR00400
T725	COG2239
T726	PF01769
T727	TIGR00711
T728	TIGR00931
T729	COG1757
T730	PF08619
T731	TIGR00844
T732	TIGR00886
T733	TIGR04060
T734	COG1918
T735	PF05982
T736	TIGR01523
T737	TIGR00935
T738	TIGR00800
T739	COG1953
T740	TIGR01843
T741	COG4598
T742	COG4161
T743	PF12409
T744	PF05658
T745	PF05662
T746	TIGR03022
T747	TIGR03025
T748	COG4662
T749	TIGR00895
T750	TIGR00843
T751	PF02667
T752	COG2031
T753	PF05437
T754	COG1687
T755	TIGR01773
T756	TIGR02601
T757	PF12951
T758	TIGR01166
T759	TIGR04281
T760	COG0614
T761	TIGR02122
T762	COG2358
T763	TIGR03810
T764	TIGR01844
T765	COG4618
T766	TIGR01842
T767	TIGR00907
T768	COG4586
T769	COG5265
T770	TIGR00955
T771	COG1134
T772	PF16185
T773	TIGR00954
T774	PF13000
T775	TIGR00901
T776	TIGR02857
T777	COG4988
T778	TIGR01257
T779	COG0798
T780	PF11834
T781	COG4166
T782	TIGR04415
T783	PF16168
T784	COG4597
T785	COG1119
T786	COG1115
T787	PF01235
T788	TIGR00819
T789	COG2978
T790	PF03806
T791	COG4608
T792	COG0410
T793	COG3135
T794	COG1840
T795	COG3156
T796	TIGR00771
T797	COG3069
T798	TIGR01188
T799	TIGR00025
T800	TIGR03925
T801	TIGR03924
T802	PF05975
T803	COG4473
T804	PF11989
T805	PF11988
T806	PF05977
T807	PF03934
T808	PF10661
T809	PF03594
T810	TIGR03927
T811	COG5295
T812	TIGR02797
T813	TIGR02804
T814	COG2067
T815	PF03349
T816	TIGR02803
T817	PF06276
T818	COG4114
T819	TIGR03498
T820	COG1157
T821	TIGR03496
T822	PF01306
T823	TIGR00882
T824	TIGR00897
T825	TIGR00896
T826	PF03401
T827	COG3181
T828	COG3114
T829	PF06241
T830	TIGR00937
T831	PF02417
T832	COG2851
T833	TIGR00784
T834	COG3493
T835	PF03390
T836	TIGR01183
T837	PF16526
T838	TIGR01193
T839	COG4796
T840	TIGR00914
T841	COG3696
T842	COG4150
T843	TIGR00971
T844	COG1462
T845	PF03783
T846	COG1682
T847	TIGR03265
T848	COG4987
T849	TIGR02868
T850	COG2807
T851	PF08946
T852	COG1174
T853	TIGR04259
T854	TIGR03497
T855	COG4531
T856	TIGR00909
T857	PF06081
T858	PF11728
T859	COG0490
T860	PF13677
T861	COG1296
T862	COG4607
T863	COG4594
T864	COG0390
T865	PF02608
T866	COG1317
T867	COG2948
T868	COG2854
T869	COG3736
T870	COG3504
T871	PF07996
T872	COG0084
T873	COG1766
T874	PF02702
T875	PF09828
T876	COG2822
T877	COG3127
T878	COG4137
T879	COG4536
T880	COG0823
T881	COG4136
T882	PF09819
T883	COG4721
T884	COG5571
T885	COG4256
T886	PF10334
T887	PF10337
T888	COG4172
T889	COG4120
T890	PF03886
T891	COG1463
T892	COG4606
T893	TIGR00733
T894	COG4181
T895	TIGR02995
T896	TIGR03003
T897	TIGR03005
T898	COG4651
T899	COG4174
T900	COG4239
T901	TIGR00704
T902	COG0569
T903	COG4605
T904	PF11744
T905	COG4135
T906	PF17001
T907	TIGR02497
T908	TIGR02502
T909	PF09474
T910	COG3064
T911	COG3925
T912	TIGR00890
T913	TIGR04414
T914	PF12528
T915	COG2244
T916	TIGR02222
T917	TIGR02514
T918	PF10568
T919	PF09490
T920	TIGR03851
T921	PF13965
T922	PF06516
T923	PF08473
T924	COG3218
T925	TIGR03410
T926	PF11887
T927	COG0805
T928	PF11319
T929	PF12209
T930	PF03219
T931	COG4827
T932	PF08911
T933	PF16957
T934	PF12790
T935	PF15968
T936	PF13296
T937	PF10104
T938	PF12974
T939	TIGR00833
T940	PF15778
T941	PF16941
T942	TIGR00995
T943	COG4098
T944	COG4134
T945	COG3712
T946	TIGR00637
T947	TIGR02473
T948	COG0683
T949	COG3683
T950	TIGR03815
T951	PF06646
T952	TIGR01005
T953	COG1268
T954	TIGR02499
T955	TIGR02552
T956	TIGR03930
T957	TIGR03929
T958	PF16929
T959	PF15432
T960	TIGR01000
T961	PF01925
T962	COG4558
T963	TIGR02503
T964	COG4666
T965	PF16961
T966	TIGR03622
T967	PF16296
T968	PF14776
T969	PF10636
T970	PF12730
T971	COG4604
T972	COG4171
T973	PF03612
T974	PF07663
T975	PF09477
T976	TIGR02508
T977	PF08988
T978	TIGR02501
T979	PF11776
T980	COG5455
T981	COG5006
T982	COG3510
T983	PF04989
T984	COG4168
T985	COG4170
T986	TIGR03004
T987	COG4167
T988	PF03491
T989	PF15805
T990	PF15803
T991	PF10363
T992	PF10304
T993	TIGR03616
T994	TIGR03740
T995	TIGR02551
T996	COG1886
T997	TIGR01404
T998	COG4792
T999	COG3702
T1000	PF05101
T1001	COG3746
T1002	PF07396
T1003	COG4176
T1004	TIGR02119
T1005	COG4145
T1006	TIGR03173
T1007	PF12621
T1008	TIGR03227
T1009	TIGR03226
T1010	TIGR03255
T1011	COG1177
T1012	TIGR03431
T1013	TIGR01098
T1014	COG3221
T1015	TIGR04299
T1016	TIGR04553
T1017	COG3639
T1018	COG4107
T1019	COG3201
T1020	TIGR01528
T1021	PF04973
T1022	PF08016
T1023	TIGR00864
T1024	PF09480
T1025	TIGR02554
T1026	PF04966
T1027	COG3659
T1028	TIGR01728
T1029	COG1275
T1030	COG1613
T1031	COG4413
T1032	TIGR03361
T1033	COG3501
T1034	COG3505
T1035	PF02534
T1036	TIGR03802
T1037	COG4152
T1038	TIGR02634
T1039	COG4213
T1040	PF07672
T1041	PF01970
T1042	COG1784
T1043	COG3845
T1044	COG1079
T1045	TIGR03648
T1046	PF09930
T1047	PF07931
T1048	COG3896
T1049	PF04143
T1050	COG2391
T1051	TIGR03819
T1052	PF04392
T1053	COG2984
T1054	COG4603
T1055	COG3781
T1056	PF01062
T1057	PF03253
T1058	PF11130
T1059	TIGR04056
T1060	TIGR02746
T1061	TIGR04057
T1062	COG4663
T1063	COG4525
T1064	COG2059
T1065	PF10634
T1066	COG3470
T1067	COG4615
T1068	TIGR01194
T1069	COG1823
T1070	COG4143
T1071	PF11262
T1072	PF11732
T1073	COG4521
T1074	TIGR01729
T1075	PF09515
T1076	COG3859
T1077	TIGR02357
T1078	PF16166
T1079	TIGR00994
T1080	PF13103
T1081	TIGR00989
T1082	PF01459
T1083	TIGR00986
T1084	PF04281
T1085	COG1457
T1086	PF03573
