Tr190			TIGR00711	
Tr193		PF03349		COG2067
Tr192		PF12911	TIGR02790	COG4171|COG1173
Tr209			TIGR02633	COG4211|COG1129
Tr208				COG4598
Tr205			TIGR02122	COG2358
Tr204				COG1226
Tr207		PF03082		
Tr206		PF02374	TIGR00345	
Tr201			TIGR00820	
Tr200		PF01297		COG0803|COG4531|COG1121
Tr203		PF01306	TIGR00902|TIGR00882	
Tr202			TIGR00924|TIGR00926	COG3104
Tr106		PF00217|PF02807		
Tr107		PF10337|PF10334		
Tr104		PF04142	TIGR00803	COG5070
Tr105				COG2831
Tr102		PF01885		COG1859
Tr103		PF00324|PF08403|PF13906	TIGR00906|TIGR04299|TIGR00930|TIGR03810|TIGR00905|TIGR00911|TIGR00910|TIGR00913|TIGR00909	COG0833
Tr100		PF17112		
Tr101		PF09392|PF09477|PF09482|PF09480|PF17001|PF01514	TIGR02105|TIGR02508|TIGR02555|TIGR02554|TIGR02497|TIGR02544	COG1766|COG4669
Tr108		PF02411		
Tr109		PF02133	TIGR00800	COG1953|COG1457
Tr296			TIGR00983|TIGR00980	COG5596
Tr297		PF03977	TIGR03136	COG1883
Tr294		PF16940		
Tr295		PF03135|PF05101	TIGR00929	COG3451|COG3702
Tr292		PF02321	TIGR01844	
Tr293		PF01636		COG3173
Tr290			TIGR01843	
Tr291			TIGR01845	
Tr298		PF01384		COG0306
Tr299		PF04392		COG2984
Tr110		PF06826	TIGR03802|TIGR01625	COG2985
