Tr5		PF13721|PF02355	TIGR00916|TIGR00966|TIGR01129	
Tr50		PF01769	TIGR00400	COG2239
Tr51		PF01636		COG3173|COG3231
Tr52		PF01032	TIGR03659|TIGR04281	COG1120|COG4138|COG4604|COG4779|COG4605|COG4606|COG4139|COG0609|COG4559|COG0614
Tr53		PF01384		COG0306
Tr54		PF04143|PF01925		COG2391|COG0730
Tr55		PF12911|PF12793|PF00496	TIGR02790|TIGR02294	COG4174|COG4172|COG1123|COG4239|COG4171|COG1173|COG4166|COG4533|COG0747
Tr56			TIGR02141|TIGR02142	COG4149|COG4148
Tr57a_m			TIGR03227|TIGR03258|TIGR03265
Tr57b_m			COG1840
Tr57c_m		TIGR01187	COG3842|COG1176
Tr58a_m			TIGR03255	
Tr58b_m			COG1177
Tr59		PF04069		COG1174|COG1732|COG2113
Tr6		PF16937		
Tr60		PF03349		COG2067
Tr61		PF03222|PF01490	TIGR00814|TIGR00837	COG0814
Tr62		PF00909	TIGR00836	COG0004
Tr63			TIGR00833	
Tr64			TIGR01010	COG3524|COG1682|COG1134
Tr65			TIGR02119	COG4145
Tr66		PF14785		COG3833|COG1175
Tr67		PF06826	TIGR03802|TIGR01625	COG2985
Tr68			TIGR02789	COG0601
Tr69		PF09515	TIGR02357	
Tr7		PF16537		
Tr70		PF07321		
Tr71		PF05742		
Tr72		PF17080		
Tr73		PF02534		COG3505
Tr74		PF12409		
Tr75		PF15894		
Tr76		PF03810|PF08389		COG5101|COG5215|COG5656
Tr77		PF11988|PF11989		
Tr78		PF01235		COG1115
Tr79		PF03553	TIGR00931	COG2056|COG1757
Tr8		PF04888		
Tr80		PF03471		COG3263|COG4536|COG4535
Tr81		PF11382		
Tr82		PF01545|PF16916|PF02321|PF16572	TIGR00711|TIGR00914|TIGR01297|TIGR00915|TIGR01844|TIGR01845|TIGR01730|TIGR00998	COG3696|COG0053|COG1230|COG0841|COG1566
Tr83				COG4778|COG4107
Tr84		PF07168		
Tr85a_m			TIGR02135	COG0704
Tr85b_m			TIGR00972	COG1117
Tr86		PF06516		
Tr87		PF03401|PF03600	TIGR00935|TIGR00784|TIGR00775	COG1055|COG2851
Tr88		PF01547		COG1653|COG0395|COG4209
Tr89		PF02136		
Tr9		PF12621|PF14703		
Tr90		PF05031	TIGR03657|TIGR03656|TIGR03658	
Tr91		PF04995	TIGR03141|TIGR01190|TIGR01189|TIGR01191	COG3114|COG2386|COG4133|COG0755
Tr92		PF00950|PF01475|PF01297		COG1108|COG1121|COG0735|COG0803|COG4531
Tr93		PF00217|PF02807		
Tr94		PF02411		
Tr95			TIGR02121	COG0591
Tr96		PF02028	TIGR00842	COG1292
Tr97			TIGR01713	COG3031
Tr98		PF04392		COG2984|COG4120
Tr99		PF04145		
