157	PF00528	TIGR01726	COG0834
158	PF00005;PF00528	TIGR01726	COG1126
159	PF00005;PF05025		COG1869;COG1129
160	PF00528		COG1175;COG3833
161	PF00005;PF00664	TIGR02857;TIGR02868	COG4987;COG4988
162	PF04069;PF00528		COG1732;COG1174
163	PF01032;PF01497		COG0614;COG0609
164	PF00950;PF01297		COG0803;COG1108
165	PF00361;PF00420	TIGR00944	COG0651;COG1006
166	PF00528		COG1175;COG0395
167	PF00005;PF00528;PF09383		COG1135;COG2011
168	PF00528;PF01547		COG4209;COG1653
169	PF00005;PF03649	TIGR00245	COG1117;COG0390
170	PF00005;PF02687		COG1136
171	PF00005		COG1126;COG0834
172	PF00005;PF02687		COG0577;COG1136
173	PF12538;PF10140;PF01580	TIGR03926;TIGR03928	COG4499
174	PF00005;PF01032		COG4604;COG4605
175	PF00528	TIGR01726	COG0834;COG0765
176	PF00005;PF02687;PF12704		COG1136;COG0577
177	PF00005;PF00528;PF12911;PF08352	TIGR01727	COG0444;COG1173
178	PF03180;PF00528		COG2011;COG1464
179	PF01032		COG0609
180	PF00005;PF00571;PF04069	TIGR01186	COG1732;COG1125
181	PF00005;PF09819		COG1122;COG4721
182	PF01032		COG4605;COG4606
183	PF00005	TIGR04520;TIGR04521	COG1122
184	PF00005		COG1126;COG0834
185	PF00528		COG1175;COG0395
186	PF00005;PF02653		COG3845;COG4603
187	PF00005;PF01497		COG4604;COG4607
188	PF04069;PF00528		COG1732;COG1174
189	PF00528		COG1175;COG3833
190	PF00005;PF00528;PF08352	TIGR01727	COG0601;COG0444
191	PF00005;PF02361	TIGR04521	COG1122;COG0619
192	PF00528	TIGR01726	COG0765
193	PF00528;PF01547		COG1175;COG1653
194	PF03401;PF03600	TIGR00784	COG3181;COG2851
195	PF00005;PF08352	TIGR01727	COG4608;COG0444
196	PF00005		COG1126;COG0834
197	PF00005;PF00528	TIGR01726	COG1126;COG0765
198	PF01032		COG0609
199	PF01899;PF03334	TIGR01300	COG1863;COG1320
200	PF00005;PF16576	TIGR01730	COG0845;COG1136
201	PF04039;PF00420	TIGR00943	COG1006;COG2111
202	PF00005	TIGR00972	COG1117
203	PF00361;PF01899	TIGR00944	COG0651;COG1863
204	PF00528;PF01547		COG0395;COG1653
205	PF00950;PF01297		COG0803;COG1108
206	PF00528;PF12911		COG1173
207	PF00005		COG1116;COG0715
208	PF08352;PF00005	TIGR01727	COG4608;COG0444
209	PF01032;PF01497		COG0614;COG0609
210	PF00005;PF00571;PF04069	TIGR01186	COG4175;COG2113
211	PF00209;PF13520	TIGR00909	COG0531;COG0733
212	PF00528		COG1174
213	PF02417		COG2059
214	PF00005;PF00950		COG1108;COG1121
