	dataset	diversity	num_taxa	rank	sample	taxa	transporter	substrate_category	type	name	abbreviation
63	mg	1.2663231757706632	3	order	121105	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
64	mg	0.8336053313172298	3	order	121128	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
65	mg	1.2473586646025425	5	order	121220	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
33	mg	1.2247055127334268	3	order	120314	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
34	mg	0.29674142642149887	4	order	120322	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
35	mg	0.9129812029929415	2	order	120328	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
36	mg	0.5536410402992198	2	order	120403	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
37	mg	0.6022257645489603	2	order	120416	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
38	mg	0.8277309106061548	4	order	120419	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
39	mg	-0.0	1	order	120423	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
40	mg	-0.0	1	order	120516	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
41	mg	0.11033271783296494	2	order	120531	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
42	mg	0.48331980602401653	3	order	120604	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
43	mg	-0.0	1	order	120613	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
44	mg	0.01332523989801055	2	order	120619	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
45	mg	-0.0	1	order	120628	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
46	mg	0.12344017059886572	2	order	120705	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
47	mg	-0.0	1	order	120709	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
48	mg	-0.0	1	order	120717	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
49	mg	0.060630023364627875	2	order	120802	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
50	mg	0.2160441702980061	2	order	120806	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
51	mg	-0.0	1	order	120813	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
52	mg	-0.0	1	order	120820	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
53	mg	0.47676929789263045	4	order	120823	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
54	mg	0.30007803307550535	2	order	120828	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
55	mg	-0.0	1	order	120903	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
56	mg	0.12069713640996016	4	order	120920	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
57	mg	0.5635898078314885	4	order	120924	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
58	mg	0.22677893264649207	3	order	121001	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
59	mg	0.16492541165729507	2	order	121004	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
60	mg	0.2803340757905765	3	order	121015	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
61	mg	-0.0	1	order	121022	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
62	mg	0.3607657808773294	3	order	121028	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
63	mg	0.6360485679944371	2	order	121105	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
64	mg	0.4278300697300709	2	order	121128	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
65	mg	1.0218357317316884	3	order	121220	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
33	mg	-0.0	1	order	120314	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
34	mg	-0.0	1	order	120322	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
35	mg	-0.0	1	order	120328	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
36	mg	-0.0	1	order	120403	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
37	mg	-0.0	1	order	120416	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
38	mg	-0.0	1	order	120419	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
39	mg	-0.0	1	order	120423	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
40	mg	-0.0	1	order	120516	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
41	mg	-0.0	1	order	120531	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
42	mg	-0.0	1	order	120604	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
43	mg	-0.0	1	order	120613	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
44	mg	-0.0	1	order	120619	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
45	mg	-0.0	1	order	120628	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
46	mg	-0.0	1	order	120705	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
47	mg	-0.0	1	order	120709	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
48	mg	-0.0	1	order	120717	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
49	mg	-0.0	1	order	120802	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
50	mg	-0.0	1	order	120806	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
51	mg	-0.0	1	order	120813	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
52	mg	-0.0	1	order	120820	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
53	mg	-0.0	1	order	120823	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
54	mg	-0.0	1	order	120828	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
55	mg	-0.0	1	order	120903	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
56	mg	-0.0	1	order	120920	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
57	mg	-0.0	1	order	120924	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
58	mg	-0.0	1	order	121001	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
59	mg	-0.0	1	order	121004	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
60	mg	-0.0	1	order	121015	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
61	mg	-0.0	1	order	121022	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
62	mg	-0.0	1	order	121028	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
63	mg	-0.0	1	order	121105	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
64	mg	-0.0	1	order	121128	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
65	mg	-0.0	1	order	121220	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
33	mg	-1.0	0	order	120314	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
34	mg	-1.0	0	order	120322	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
35	mg	-1.0	0	order	120328	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
36	mg	-1.0	0	order	120403	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
37	mg	-1.0	0	order	120416	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
38	mg	-1.0	0	order	120419	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
39	mg	-1.0	0	order	120423	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
40	mg	-1.0	0	order	120516	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
41	mg	-1.0	0	order	120531	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
42	mg	-1.0	0	order	120604	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
43	mg	-1.0	0	order	120613	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
44	mg	-0.0	1	order	120619	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
45	mg	-1.0	0	order	120628	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
46	mg	-1.0	0	order	120705	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
47	mg	-1.0	0	order	120709	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
48	mg	-1.0	0	order	120717	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
49	mg	-0.0	1	order	120802	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
50	mg	-0.0	1	order	120806	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
51	mg	-0.0	1	order	120813	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
52	mg	-0.0	1	order	120820	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
53	mg	-1.0	0	order	120823	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
54	mg	-1.0	0	order	120828	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
55	mg	-1.0	0	order	120903	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
56	mg	-1.0	0	order	120920	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
57	mg	-1.0	0	order	120924	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
58	mg	-1.0	0	order	121001	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
59	mg	-1.0	0	order	121004	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
60	mg	-1.0	0	order	121015	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
61	mg	-1.0	0	order	121022	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
62	mg	-0.0	1	order	121028	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
63	mg	-1.0	0	order	121105	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
64	mg	-1.0	0	order	121128	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
65	mg	-0.0	1	order	121220	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
25	mt	-0.0	1	order	120516	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
26	mt	0.37057651053714996	2	order	120613	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
27	mt	0.8989538601608811	3	order	120712	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
28	mt	0.3068148199376801	2	order	120813	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
29	mt	0.39502493035126945	2	order	120927	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
30	mt	0.3043229345822651	2	order	121024	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
31	mt	0.9406931936421492	2	order	121220	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
32	mt	0.7893428449661186	2	order	130123	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
33	mt	1.3751069231910162	3	order	130226	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
34	mt	1.1155362977116445	3	order	130403	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
35	mt	-0.0	1	order	130416	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
36	mt	-0.0	1	order	130422	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
37	mt	-0.0	1	order	130507	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
38	mt	0.691441497307771	2	order	130605	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
39	mt	0.9932318374493827	2	order	130705	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
40	mt	0.9763285491652871	2	order	130815	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
41	mt	-1.0	0	order	130905	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
42	mt	-1.0	0	order	131003	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
43	mt	-0.0	1	order	140408	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
44	mt	-0.0	1	order	140506	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
45	mt	-0.0	1	order	140604	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
46	mt	0.8034194633969151	2	order	140709	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
47	mt	0.41994581688315874	2	order	140820	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
48	mt	0.7627255569848678	2	order	140916	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
49	mt	-0.0	1	order	141013	all	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
25	mt	-1.0	0	order	120516	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
26	mt	-0.0	1	order	120613	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
27	mt	-0.0	1	order	120712	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
28	mt	-1.0	0	order	120813	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
29	mt	-0.0	1	order	120927	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
30	mt	-0.0	1	order	121024	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
31	mt	0.9406931936421492	2	order	121220	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
32	mt	0.7893428449661186	2	order	130123	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
33	mt	0.732696391812782	2	order	130226	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
34	mt	0.6566018787575888	2	order	130403	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
35	mt	-1.0	0	order	130416	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
36	mt	-1.0	0	order	130422	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
37	mt	-1.0	0	order	130507	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
38	mt	-0.0	1	order	130605	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
39	mt	-0.0	1	order	130705	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
40	mt	-1.0	0	order	130815	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
41	mt	-1.0	0	order	130905	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
42	mt	-1.0	0	order	131003	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
43	mt	-1.0	0	order	140408	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
44	mt	-1.0	0	order	140506	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
45	mt	-1.0	0	order	140604	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
46	mt	-0.0	1	order	140709	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
47	mt	-0.0	1	order	140820	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
48	mt	-0.0	1	order	140916	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
49	mt	-1.0	0	order	141013	Bacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
25	mt	-0.0	1	order	120516	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
26	mt	-0.0	1	order	120613	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
27	mt	-0.0	1	order	120712	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
28	mt	-0.0	1	order	120813	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
29	mt	-0.0	1	order	120927	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
30	mt	-0.0	1	order	121024	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
31	mt	-1	0	order	121220	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
32	mt	-1	0	order	130123	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
33	mt	-0.0	1	order	130226	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
34	mt	-0.0	1	order	130403	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
35	mt	-0.0	1	order	130416	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
36	mt	-0.0	1	order	130422	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
37	mt	-0.0	1	order	130507	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
38	mt	-0.0	1	order	130605	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
39	mt	-0.0	1	order	130705	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
40	mt	-0.0	1	order	130815	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
41	mt	-1	0	order	130905	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
42	mt	-1	0	order	131003	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
43	mt	-0.0	1	order	140408	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
44	mt	-0.0	1	order	140506	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
45	mt	-0.0	1	order	140604	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
46	mt	-0.0	1	order	140709	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
47	mt	-0.0	1	order	140820	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
48	mt	-0.0	1	order	140916	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
49	mt	-0.0	1	order	141013	Eukaryota	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
25	mt	-1.0	0	order	120516	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
26	mt	-1.0	0	order	120613	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
27	mt	-0.0	1	order	120712	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
28	mt	-0.0	1	order	120813	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
29	mt	-1.0	0	order	120927	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
30	mt	-1.0	0	order	121024	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
31	mt	-1.0	0	order	121220	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
32	mt	-1.0	0	order	130123	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
33	mt	-1.0	0	order	130226	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
34	mt	-1.0	0	order	130403	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
35	mt	-1.0	0	order	130416	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
36	mt	-1.0	0	order	130422	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
37	mt	-1.0	0	order	130507	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
38	mt	-1.0	0	order	130605	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
39	mt	-1.0	0	order	130705	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
40	mt	-0.0	1	order	130815	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
41	mt	-1.0	0	order	130905	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
42	mt	-1.0	0	order	131003	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
43	mt	-1.0	0	order	140408	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
44	mt	-1.0	0	order	140506	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
45	mt	-1.0	0	order	140604	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
46	mt	-1.0	0	order	140709	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
47	mt	-1.0	0	order	140820	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
48	mt	-1.0	0	order	140916	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
49	mt	-1.0	0	order	141013	Cyanobacteria	T758	Cations	3a	cbiO: cobalt ABC transporter	CAT
66	mg	3.7051472709147233	24	order	120314	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
67	mg	2.8243037648960465	28	order	120322	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
68	mg	3.226695052833175	25	order	120328	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
69	mg	2.902125034097546	15	order	120403	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
70	mg	2.7870023241526574	18	order	120416	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
71	mg	2.581067661839498	25	order	120419	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
72	mg	1.8528431273797152	13	order	120423	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
73	mg	2.858266413061894	12	order	120516	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
74	mg	3.01376720939572	18	order	120531	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
75	mg	3.0351953454422995	14	order	120604	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
76	mg	3.531159783562361	23	order	120613	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
77	mg	3.1695261087694435	21	order	120619	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
78	mg	3.2787804532602833	17	order	120628	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
79	mg	3.1907685760327555	19	order	120705	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
80	mg	2.983822883883918	17	order	120709	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
81	mg	2.6198718006733817	16	order	120717	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
82	mg	3.4038936378644356	24	order	120802	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
83	mg	3.143747033220441	20	order	120806	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
84	mg	3.486067957250448	25	order	120813	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
85	mg	3.1954099799535935	19	order	120820	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
86	mg	3.584326732475205	31	order	120823	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
87	mg	3.032231545039595	15	order	120828	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
88	mg	3.092713904127516	15	order	120903	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
89	mg	3.4535244866404615	26	order	120920	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
90	mg	3.3704107009760897	31	order	120924	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
91	mg	3.4231159369173625	27	order	121001	all	T71	AA peptide	2a	yjdL_sub1_fam: amino acid/peptide transporter	AA-PEP
